XCOORD;YCOORD;GEOLAT;GEOLON;UNIT;UNITAREA;U;TH;RHO;K;PVEL;METAM;SIO2;FE2O3;POR;XEUREF;YEUREF
6751680;3331320;60.83896321;23.89428884;20;4130.1;0.941;2.27;2868;1.3778;6280;3;53.5;5.9927346;0.3;331041.5262;6748873.618
7146645;3422069;64.40959118;25.37994687;26;1315.8;1.1;3.41;2836;0.16434;6610;0;53.1;7.8;0.22;421752.2094;7143696.752
7093704;3599371;63.92953413;29.02244778;73;218.3;0.78;3.2;2913;1.0292;6200;3;73;5.7;0.37;598991.2174;7090776.838
7345990;3618590;66.18413698;29.62761097;60;14280.3;0.73;5.38;2643;0.11703;#N/A;2;77;0.29;#N/A;618203.0387;7342971.732
7604450;3413250;68.51044005;24.87433804;56;3504.9;1.09;2.2;2850;1.0292;5180;2;53.1;13.4;0.87;412936.5297;7601341.492
7113180;3453500;64.11519473;26.04220963;32;706.1;0.64;4.4;2696;0.9628;5530;0;71.1;3.09;0.63;453172.4288;7110244.171
7473270;3396550;67.32973011;24.59126778;62;1864.4;0.95;3.29;2830;0.64906;5400;3;64.8;7.52;0.95;396241.4403;7470207.187
6915550;3547800;62.34230067;27.91933158;16;2751.9;0.937;1.55;2816;1.992;5810;0;55;8.008309;0.61;547441.1841;6912687.245
7334280;3563080;66.09514679;28.39075291;60;14280.3;0.16;2.62;2658;3.6686;5180;0;78.1;1.26;0.77;562712.6471;7331266.045
6722250;3404040;60.59921078;25.24528903;20;4130.1;1.01;3.23;2963;0.27141;6780;3;50.8;8.7191589;0.2;403735.5478;6719455.39
6861740;3355910;61.83521448;24.26106037;16;2751.9;0.864;2.67;2975;1.0541;6400;1;47.3;7.7113717;0.53;355621.1092;6858894.261
7336660;3444840;66.1179018;25.77563131;76;55413.3;0.81;2.97;2704;1.5189;5470;3;70.6;2.35;0.45;444514.312;7333645.141
6967630;3684670;62.76618443;30.61349362;67;6997.8;0.651;3.22;2761;1.6434;5130;0;64.8;4.0941355;0.48;684261.0725;6964750.161
7094400;3551250;63.94614287;28.04188464;76;55413.3;0.89;2.95;2842;1.0209;6000;3;55.7;8.6;0.48;550887.4455;7091472.282
6840710;3353030;61.645629;24.22349121;27;1792.8;0.983;2.29;2791;1.3529;6520;3;55.6;7.5404078;0.35;352742.4534;6837871.789
7588580;3505000;68.38156825;27.11737849;77;11958.7;0.223;3.55;2749;2.5896;5060;4;78.8;3.7072172;0.68;504654.3824;7585476.048
7471360;3487320;67.33035082;26.70129334;60;14280.3;0.773;3.35;2650;1.4442;5640;0;79.9;1.4306979;0.79;486979.5737;7468297.624
7495900;3539190;67.54807911;27.91516202;76;55413.3;0.835;3.27;2609;1.4276;2110;0;71.9;1.3407169;2.69;538831.5941;7492828.721
7464520;3512080;67.26905925;27.27603555;62;1864.4;0.772;3.38;2922;0.8632;5680;2;54;7.4324306;0.93;511730.7219;7461459.911
6963200;3715330;62.70985868;31.20653257;74;2743.7;0.699;3.36;2725;1.4691;5880;3;63.1;5.9297479;0.94;714909.8634;6960322.276
7055769;3362210;63.57645053;24.22184696;16;2751.9;0.96;2.07;2801;1.5438;6230;1;60.2;6.29;0.11;361915.9842;7052852.882
7024380;3502530;63.3217358;27.04705876;35;6197.2;0.75;2.78;2798;1.6019;6070;3;62.3;6.32;9.04;502185.882;7021477.034
6844330;3285470;61.6462746;22.94757519;15;44421.3;0.78;3.5;2738;1.1122;5800;1;66.7;4.3370842;0.39;285206.5306;6841489.446
6958990;3292540;62.67647978;22.9453589;15;44421.3;0.936;2.44;2703;1.5355;5240;1;66.3;3.419278;0.49;292272.3454;6956107.727
7089150;3558600;63.89790364;28.18977661;58;2653.2;0.62;3.44;2656;1.7596;5650;0;90.7;0.67;0.42;558234.8615;7086224.232
7709300;3518400;69.46320707;27.46541068;80;2332.8;0.97;3.13;2724;0.8798;4610;3;70.7;3.71;0.52;518050.8928;7706152.48
7200009;3621583;64.87513759;29.56217478;76;55413.3;0.93;2.6;2661;1.5106;5830;0;71.5;1.36;0.4;621194.6839;7197043.529
6876720;3526320;61.99602334;27.49898638;20;4130.1;0.994;2.43;2721;1.328;4930;3;64.9;3.2573122;0.5;525969.3949;6873871.154
6679210;3309180;60.17973309;23.55753837;15;44421.3;1.07;2.14;2852;1.0624;5800;0;53.5;6.1367042;0.43;308910.1477;6676430.273
6700180;3413490;60.40336172;25.42733105;18;15883.8;0.689;3.44;2845;1.162;5780;0;55.3;6.3166662;0.64;413182.5715;6697393.781
6923150;3560500;62.40864281;28.16705761;15;44421.3;0.381;4.14;2736;1.7098;5810;0;65;5.1379151;0.38;560136.5203;6920284.645
6964280;3623540;62.76181035;29.41536372;76;55413.3;0.637;3.16;2637;1.9422;5030;0;72.8;1.4936846;0.57;623153.3803;6961400.483
6967580;3342210;62.77810154;23.9053241;15;44421.3;0.629;2.82;2801;1.8592;5500;1;60.3;6.4426396;0.29;341924.4893;6964695.351
7338212;3587226;66.1246624;28.92692544;56;3504.9;0.36;2.9;2690;2.7639;5780;0;78.6;0.94;0.48;586850.1124;7335196.613
6881910;3319030;62.00015319;23.54182832;15;44421.3;0.977;2.14;2833;1.3363;5900;1;53.5;7.5404078;0.27;318754.0158;6879056.244
7608430;3544300;68.55609269;28.08119488;77;11958.7;0.267;3.3;2850;2.3904;4130;4;66.2;5.668803;1.01;543940.62;7605318.593
6981260;3678400;62.89134152;30.50548578;67;6997.8;0.363;3.56;2701;2.241;5520;0;67.7;3.1043445;0.58;677993.2352;6978375.032
7666110;3519920;69.07594424;27.49529551;80;2332.8;1.08;0.951;2755;2.0833;5170;3;61.9;5.2908828;0.43;519569.8297;7662978.083
6821780;3338470;61.47015362;23.96580662;16;2751.9;1.3;1.39;2803;1.0541;6060;0;53.2;6.9195389;0.72;338187.8498;6818948.352
6718990;3166680;60.44349469;20.93643692;20;4130.1;0.962;2.67;2786;1.0624;5990;3;61.6;6.1457023;0.3;166461.5649;6716194.186
7171000;3376244;64.61427616;24.40976736;27;1792.8;1.03;2.81;2950;0.45401;6980;3;51;10.4;0.38;375943.1091;7168042.655
7238609;3562126;65.23755786;28.32510503;76;55413.3;0.33;4.26;2689;1.8177;5690;1;72.5;2.14;0.63;561758.94;7235629.301
6675660;3392680;60.1784221;25.06305443;20;4130.1;1.1;2.26;2878;0.79763;6970;0;51;7.8373451;0.11;392380.2566;6672882.324
6981750;3497830;62.93928095;26.95389021;16;2751.9;0.88;2.44;2938;1.1537;6660;1;52.5;9.25;0.37;497488.1581;6978862.439
7295926;3587117;65.74567915;28.89623783;76;55413.3;1.13;2.13;2696;1.1786;5610;3;68.5;2.89;0.37;586741.1227;7292925.67
6673910;3331910;60.14222928;23.97089548;16;2751.9;0.851;3.39;2900;0.60424;6630;1;52.9;7.0905028;0.17;331632.0192;6671132.496
7115612;3410572;64.12854429;25.16023003;27;1792.8;0.9;2.13;2909;1.3778;6650;3;52.4;9.62;0.13;410259.7027;7112674.777
6962590;3483380;62.76700258;26.67125264;15;44421.3;0.67;2.3;2783;2.1248;4350;0;61;5.6508068;0.39;483043.6713;6959709.174
7599510;3334110;68.43066678;22.95149093;60;14280.3;0.22;4.47;2673;1.992;#N/A;3;80.5;1.9;1.31;333823.6997;7596404.048
7121358;3583060;64.18174773;28.70517752;76;55413.3;0.21;3.99;2613;2.5066;5490;3;71.3;1.71;0.8;582685.7975;7118420.736
7339190;3461800;66.14310451;26.15009114;62;1864.4;0.68;3.69;3052;0.56523;#N/A;3;50;12;0.44;461468.3075;7336174.276
7463130;3535840;67.25470545;27.82636098;60;14280.3;0.225;2.41;2681;3.4611;4760;0;78.3;0.81252843;0.65;535482.4897;7460070.287
6708090;3216130;60.3838563;21.84637995;15;44421.3;0.961;2.26;2683;1.5521;5610;1;69.9;2.2585231;0.34;215893.7922;6705298.644
6866830;3449150;61.90475618;26.0293033;27;1792.8;0.813;3.02;2944;0.8798;6090;0;51.7;9.358024;0.53;448827.5963;6863983.66
7059413;3585304;63.6257773;28.71703631;76;55413.3;0.31;5.2;2658;1.2118;5570;3;73.4;2.06;0.46;584929.7286;7056498.273
7687800;3570650;69.26190056;28.7829491;85;3786.1;0.468;3.71;2665;1.8509;4800;3;69.9;2.3035136;0.49;570281.9201;7684659.623
6959420;3334770;62.70172689;23.76784628;16;2751.9;0.984;2.19;2731;1.411;5760;1;61;4.2650994;0.36;334487.2504;6956538.259
6862180;3259200;61.79038797;22.42986139;26;1315.8;0.816;2.61;2782;1.4525;6320;1;60.4;5.3358733;0.53;258945.7007;6859332.468
7220768;3569636;65.07609567;28.47674932;76;55413.3;0.35;4.54;2665;1.5521;4950;1;70.5;2.14;0.7;569266.2888;7217794.758
7511790;3396770;67.67488113;24.56118324;42;521.1;0.77;3.52;2631;1.2284;4860;0;92.8;0.84;1.16;396461.5423;7508713.928
7386260;3497770;66.56753397;26.94587848;52;402.9;0.85;3.28;2936;0.57021;6040;3;50.7;7.95;1.08;497425.6255;7383227.602
7335627;3571521;66.10542965;28.57803422;60;14280.3;0.55;2.64;2681;2.3655;5870;3;83.5;0.66;0.63;571150.6628;7332612.556
7000750;3502430;63.10974264;27.04473781;38;659.2;0.94;1.92;2882;1.4193;6330;1;54.4;8.83;0.37;502086.2334;6997855.601
7357500;3428470;66.30142566;25.40179013;62;1864.4;0.68;3.84;3073;0.3818;6430;2;48;16.3;0.1;428150.1133;7354477.786
6707720;3360350;60.45609851;24.45880684;19;2296.7;0.897;2.6;2976;0.8632;5480;0;52.8;7.9363242;0.52;360061.602;6704930.253
7198130;3611269;64.86188328;29.34327824;76;55413.3;0.64;2.68;2672;2.0999;5930;0;72.7;1.29;0.26;610884.4064;7195165.084
7102450;3494270;64.02204378;26.87928571;76;55413.3;0.51;2.61;2716;2.407;6110;0;67.4;2.61;0.35;493927.9222;7099518.569
6746170;3240140;60.74056947;22.23017512;15;44421.3;1.19;1.62;2702;1.2948;5850;1;70.5;2.5914528;0.32;239894.5079;6743364.625
6679230;3263040;60.15574355;22.72831039;15;44421.3;0.978;2.46;2852;0.9545;6520;0;55.9;7.1354933;0.28;262786.9189;6676449.762
7345250;3455070;66.19655053;25.99891039;60;14280.3;0.51;2.9;2631;2.3655;#N/A;2;87.7;0.82;#N/A;454740.6919;7342232.105
6701070;3435860;60.41552306;25.83279884;20;4130.1;0.688;3.44;3029;0.70384;6650;0;43;11.247625;0.39;435544.4049;6698283.858
6866790;3334810;61.87190134;23.85648647;16;2751.9;0.88;2.1;2962;1.2782;5050;1;48.7;10.617758;1.04;334528.5849;6863942.032
7478530;3368640;67.36581858;23.93748609;62;1864.4;0.63;4;2829;0.80925;6250;2;56.3;8.81;0.39;368341.1908;7475465.535
7455910;3537420;67.18978118;27.86064522;58;2653.2;0.71;2.82;2627;1.8675;5310;3;88.2;0.64;0.77;537061.9021;7452852.809
7182154;3638118;64.70878386;29.89340577;76;55413.3;0.19;4.53;2688;1.8924;5990;0;67.2;2.78;0.44;637723.7916;7179195.05
6715370;3228360;60.45734048;22.05740336;15;44421.3;0.726;2.72;2702;1.7264;5880;1;65.7;3.059354;0.48;228119.2395;6712575.882
7047539;3597455;63.51618436;28.95463748;76;55413.3;0.53;4.03;2700;1.3031;4950;3;66.4;3.27;0.48;597076.5388;7044628.703
7100129;3594423;63.98850861;28.92559259;76;55413.3;0.78;3.12;2719;1.245;5980;0;69.9;3.31;0.54;594044.9125;7097199.471
7533400;3489350;67.8866884;26.74248749;65;1173.7;0.718;4.45;2853;0.16766;6090;0;55.4;6.2626776;1.44;489009.4699;7530316
7425520;3557360;66.9142132;28.30651426;57;3353.3;0.64;4.02;2973;0.47642;5030;3;51.7;12.5;1.03;556994.7598;7422473.38
6994620;3598820;63.04133539;28.94974446;59;703.6;0.62;3.05;3056;1.0956;5130;3;50.4;16.1;0.53;598441.8539;6991729.045
7518000;3546100;67.74519965;28.08629452;76;55413.3;0.606;3.36;2646;1.6849;4260;0;71.8;1.7546295;1;545739.3802;7514920.914
6990880;3523250;63.02046781;27.45576273;41;1291.9;0.51;3.8;2734;1.4359;5510;1;65.9;4.49;0.42;522898.9474;6987989.511
6923020;3542850;62.40991594;27.82563969;16;2751.9;0.972;1.56;2901;1.494;5950;1;52.5;9.358024;0.32;542492.879;6920154.42
6994440;3554170;63.04911946;28.06745636;41;1291.9;0.78;2.83;2719;1.4359;4890;1;65.8;3.7;0.37;553807.7723;6991548.601
7013579;3385416;63.2065405;24.71888941;15;44421.3;0.72;2.59;2692;1.826;5810;1;69;2.95;0.54;385114.3339;7010678.444
6962390;3308020;62.71532175;23.24298375;15;44421.3;0.93;2.53;2758;1.1537;5560;1;62.7;5.2368942;0.39;307746.7585;6959506.774
7629690;3556800;68.7443846;28.39920737;83;1161.5;0.61;3.65;2726;1.2699;4600;4;72.7;4.3910728;0.7;556436.2836;7626570.763
6756750;3258910;60.84701917;22.56011418;18;15883.8;0.565;1.18;2928;2.822;5600;3;50.1;10.527777;0.72;258657.5135;6753940.919
6776360;3373070;61.07580671;24.64502108;20;4130.1;0.979;1.82;2927;1.2201;6410;3;49.3;9.717948;0.37;372776.2151;6773545.054
7082002;3584523;63.82851428;28.71350379;72;2678.2;0.82;3.01;3128;0.44156;5930;3;46.5;17.6;0.45;584148.6411;7079079.012
7083050;3512970;63.84783478;27.26013263;76;55413.3;0.89;2.91;2712;1.0707;6020;3;65.6;3.46;0.48;512621.3816;7080126.066
6757860;3320150;60.88943299;23.68348318;15;44421.3;1.02;1.57;2690;1.7347;6030;1;67.9;2.4924737;0.25;319875.4385;6755051.238
7107650;3550700;64.06506146;28.03505475;58;2653.2;0.4;2.95;2686;2.4236;5500;3;84.7;1.06;0.5;550337.5045;7104717.492
6716340;3392660;60.5433142;25.04091064;15;44421.3;0.75;3.96;2700;0.68641;5510;0;72.8;2.2045345;0.42;392359.7327;6713547.426
6885850;3456680;62.07633957;26.16790462;15;44421.3;0.775;2.19;2827;1.6517;6210;1;57.3;7.0365142;0.23;456354.5768;6882996.788
7032005;3584097;63.38029483;28.67822206;58;2653.2;0.48;3.36;2618;2.0252;5550;0;88.6;0.37;0.53;583723.6095;7029100.282
7089214;3390516;63.88614672;24.76774083;16;2751.9;0.93;1.98;2896;1.245;6290;1;51;9.48;0.15;390211.2413;7086286.186
7023660;3544470;63.31254861;27.88368163;76;55413.3;0.39;2.5;2672;2.7722;6140;0;73.5;1.62;0.35;544110.9666;7020757.884
7617590;3361100;68.60707291;23.58348016;39;24592;1.09;1.05;2627;2.0169;#N/A;0;70.9;0.98;1.02;360804.6139;7614477.639
6951200;3472000;62.66411802;26.45036229;22;814;0.746;1.52;2810;2.2327;5060;1;59.5;6.6226016;0.3;471668.0016;6948323.193
7174210;3550300;64.66206133;28.04936925;58;2653.2;0.55;2.97;2657;2.0086;5510;1;87.5;0.59;0.65;549937.1908;7171253.397
7397530;3554820;66.66375118;28.2358259;39;24592;0.82;2.54;2637;1.6268;#N/A;3;71.4;1.79;1.1;554455.5166;7394493.456
7013680;3371904;63.20288494;24.45052;16;2751.9;0.97;2.01;2888;1.1039;5850;1;54.4;8.19;0.79;371607.2042;7010779.222
7408530;3390650;66.74766727;24.51435756;39;24592;0.35;1.86;2613;3.4611;#N/A;0;72.7;1.7;1.06;390343.3215;7405489.838
6974320;3551890;62.86896962;28.01611479;41;1291.9;0.442;4.18;2674;1.3695;4310;1;74.9;1.8266143;0.52;551528.9318;6971435.893
7362860;3604630;66.34023901;29.33212211;58;2653.2;0.56;1.58;2554;3.2204;3820;2;85;0.49;2.25;604248.0232;7359835.718
6798030;3480770;61.29032219;26.63814697;10;123.4;0.539;3.16;2948;1.3197;5920;0;52;5.0749284;0.57;480436.977;6795209.268
7162524;3575609;64.55257696;28.57292129;76;55413.3;0.47;3.99;2679;1.411;5880;0;69.3;2.32;0.54;575237.2619;7159571.82
7317100;3411300;65.93493446;25.04738033;60;14280.3;0.47;2.58;2638;2.5315;5600;2;88.4;0.62;0.57;410986.0511;7314092.099
7223201;3623193;65.08234714;29.61634966;76;55413.3;0.84;2.86;2705;1.1703;#N/A;3;64.6;4.96;0.3;622804.1602;7220227.028
7140420;3526870;64.36165208;27.55276739;56;3504.9;0.59;2.95;2959;1.3031;6190;3;55.7;14.9;1.05;526515.7067;7137475.411
6916170;3697980;62.29857918;30.81405101;76;55413.3;0.167;3.5;2693;2.5564;5760;0;68.8;2.5554604;0.38;697567.0131;6913309.115
7098298;3629552;63.96081642;29.64095382;75;3114.8;0.14;4.82;2662;1.7181;5870;0;72.8;1.72;0.48;629161.3767;7095369.471
6965440;3547200;62.78994331;27.92149036;44;340.8;0.562;1.52;2628;3.0627;5660;1;75.2;1.0617758;0.45;546840.7056;6962559.041
7491650;3356840;67.47780738;23.64680555;57;3353.3;0.88;4.03;2759;0.0747;#N/A;2;54.4;4.52;#N/A;356545.3295;7488581.087
7054720;3342965;63.55903851;23.83601914;24;16584.2;0.84;0.79;2639;2.8137;4660;1;75;0.84;0.44;342677.9602;7051804.03
6962970;3511610;62.77061974;27.22398145;15;44421.3;0.708;1.44;2776;2.4153;5160;1;61.3;6.3706548;0.29;511263.5061;6960089.458
6906930;3552450;62.2643477;28.00648265;15;44421.3;0.953;1.71;2731;1.6351;5430;3;65;4.2920937;0.45;552089.588;6904070.467
7146338;3408879;64.40356697;25.10671125;33;42.1;0.82;2.52;2714;1.4359;6060;0;70.9;3.68;0.26;408566.8795;7143389.705
7256820;3491350;65.40660375;26.81009091;76;55413.3;0.19;4.49;2650;1.8426;5770;3;71.4;1.44;0.37;491007.8627;7253833.655
7227730;3530150;65.14445903;27.63890228;58;2653.2;0.43;2.42;2630;2.7473;5550;3;87.2;0.71;1.12;529794.1768;7224754.114
6670600;3338950;60.11539426;24.10005376;20;4130.1;1.06;1.34;3137;0.8881;5610;0;45.4;15.926637;0.34;338669.5165;6667823.755
6940100;3348050;62.53434918;24.04420771;15;44421.3;0.744;2.22;2797;1.6849;5090;1;56.7;7.018518;0.65;347762.7647;6937225.559
6815150;3602420;61.43096855;28.91594922;15;44421.3;0.773;2.86;2721;1.2782;6060;1;65.5;3.1853274;0.28;602043.0594;6812324.872
6817830;3387800;61.45218799;24.8929443;101;3851.6;0.625;2.92;3039;1.0624;5870;0;45.6;13.677112;0.39;387500.4081;6815000.454
7123379;3341629;64.17337754;23.73861382;15;44421.3;0.86;2.57;2651;1.3944;6030;1;72;1.81;0.68;341341.2227;7120438.197
7190680;3516230;64.81312476;27.33801756;58;2653.2;0.49;3.71;2669;1.5272;5770;3;90.2;0.72;0.28;515879.2925;7187717.209
6894150;3553150;62.14959678;28.01609911;15;44421.3;0.541;3.96;2721;1.0956;5880;1;65.9;3.869183;0.33;552789.5632;6891295.156
7104970;3450150;64.04109209;25.97618334;37;764.2;0.92;1.38;2906;1.6019;6040;3;50.5;9.95;0.4;449823.7202;7102037.116
6745400;3304620;60.77048291;23.41055444;19;2296.7;0.876;1.69;2793;1.7015;6370;3;57.8;6.1457023;0.32;304351.2021;6742595.598
6780810;3300650;61.08564318;23.30121867;20;4130.1;0.991;2.15;2863;0.913;6370;3;56.5;8.0173071;0.37;300382.1602;6777992.595
7494820;3410710;67.52741527;24.90321029;62;1864.4;1.03;1.9;2943;0.8466;6460;2;58.4;7.31;0.5;410396.6944;7491749.641
7372770;3388470;66.42651805;24.49745174;60;14280.3;0.37;3.93;2664;1.6849;5690;0;85.5;0.69;0.69;388164.081;7369742.308
7574030;3374330;68.22337153;23.96062679;39;24592;0.44;1.56;2613;3.3449;#N/A;0;74.1;0.71;0.77;374029.7298;7570932.546
7443960;3501750;67.08493807;27.03628939;57;3353.3;0.62;4.08;2917;0.40421;#N/A;2;51.6;11.5;1.37;501404.3486;7440907.199
7468740;3543820;67.30394166;28.01333398;60;14280.3;0.213;2.2;2624;3.4694;#N/A;0;81.4;0.61007118;1.42;543459.7522;7465678.289
6912500;3541250;62.31571448;27.79219935;37;764.2;0.761;2.28;2939;1.3031;6590;3;52;9.627967;0.4;540893.5809;6909638.267
6996740;3544500;63.07106292;27.87694747;57;3353.3;0.56;1.36;2956;2.4983;6370;3;41.2;12.8;0.46;544141.244;6993847.654
7526000;3459020;67.81763173;26.02365099;60;14280.3;0.47;3.06;2608;2.158;4360;0;80.7;0.71174971;0.91;458690.1119;7522918.628
6924500;3523720;62.42489405;27.45578514;15;44421.3;1.12;1.4;2730;1.3446;5890;1;64.6;4.6070272;0.22;523369.7217;6921633.552
7608960;3541200;68.56131459;28.0054681;78;1013.6;0.276;4.1;2766;1.5936;4840;4;59.8;6.9465332;0.96;540841.7183;7605848.437
7087470;3429000;63.88046662;25.55157976;27;1792.8;0.99;2.1;2925;0.81838;7130;3;54;9.06;0.27;428681.5341;7084543.211
7656200;3532980;68.98585584;27.81948994;85;3786.1;0.181;4.68;2689;1.577;#N/A;3;69.3;2.9333806;0.67;532625.0784;7653071.527
7557590;3366840;68.07280382;23.80062655;42;521.1;0.86;2.78;2666;1.162;5080;3;89.5;2.24;0.89;366542.1666;7554498.274
7215157;3587311;65.02162044;28.84880577;76;55413.3;0.35;4.61;2705;1.1288;6090;0;68.7;2.86;0.53;586934.9907;7212185.819
6939120;3468870;62.55548766;26.39152212;16;2751.9;0.839;1.64;2789;1.8094;5150;1;58.7;6.9195389;0.48;468539.3379;6936247.539
7079182;3583304;63.80351942;28.68724109;76;55413.3;0.38;4;2755;1.3944;4530;0;61.4;5.49;0.65;582930.1275;7076260.033
7358660;3475440;66.31906264;26.44837953;59;703.6;0.69;1.36;2891;2.2327;5720;2;49.3;8.06;0.34;475103.4737;7355637.339
7365830;3603800;66.36712731;29.31606441;56;3504.9;1.4;2.33;2625;0.09213;#N/A;2;41.4;0.83;#N/A;603418.325;7362804.659
6998660;3366145;63.06618021;24.34851654;15;44421.3;0.99;1.35;2772;1.6351;5980;0;64.3;4.76;0.28;365850.5047;6995764.538
7664840;3538500;69.06258231;27.96072656;85;3786.1;0.47;3.9;2705;1.3114;3780;3;67.7;3.7702039;0.63;538143.2212;7661708.29
7308740;3589598;65.85985041;28.95902297;76;55413.3;1.06;2.11;2724;0.9711;5920;3;65.9;3.8;0.46;589221.2358;7305735.113
6957570;3647790;62.6927347;29.88360742;53;9371.4;0.915;2.84;2682;0.8964;5160;3;87.1;2.1955364;0.28;647394.6728;6954693.345
7043418;3660980;63.45621086;30.22488117;76;55413.3;0.44;1.73;2652;3.0627;5170;0;70.6;2.18;0.7;660578.8171;7040509.82
7186431;3409605;64.76318743;25.09681414;15;44421.3;0.62;1.24;2776;2.6809;6290;0;59.8;6.03;0.44;409292.1322;7183468.593
7464950;3455360;67.26979308;25.96109697;39;24592;0.96;1.01;2613;2.2493;4430;0;72.5;0.83862292;1.16;455030.8818;7461890.001
7450220;3532430;67.13934321;27.74378512;56;3504.9;1.36;0.71;2771;1.0541;5780;2;68.9;8.3;0.54;532073.6132;7447164.829
6872830;3663790;61.92679117;30.11597917;15;44421.3;0.904;2.15;2743;1.2948;5940;1;64.2;4.3910728;0.41;663389.9381;6869984.479
7340556;3581607;66.14717207;28.80412071;101;3851.6;0.51;4.61;2975;0.14442;6040;3;50.7;13.6;0.58;581233.1037;7337539.785
7727100;3563160;69.61590368;28.61988675;85;3786.1;0.31;4.01;2913;1.2367;#N/A;3;47.7;7.98;#N/A;562795.1784;7723945.508
7578280;3389760;68.26782779;24.32831736;60;14280.3;0.69;3.81;2694;0.75198;#N/A;3;78.5;3.6;0.71;389454.4169;7575180.893
7055480;3558020;63.5960197;28.16546823;76;55413.3;0.19;4.6;2712;1.5023;5640;0;66.2;3.23;0.5;557655.635;7052566.519
6731800;3371670;60.67579262;24.64869633;20;4130.1;1.21;2.07;2942;0.1494;6580;0;43.1;5.9837365;0.53;371377.1441;6729001.407
6995257;3649966;63.02953036;29.95986282;59;703.6;0.7;3.06;3039;0.65321;6100;1;48.9;15.4;0.28;649569.4491;6992366.448
6905850;3567200;62.25231291;28.28996034;15;44421.3;0.548;2.96;2748;1.6517;4450;1;60.5;6.3436605;0.6;566834.2717;6902991.069
7466520;3590600;67.27354056;29.09698782;76;55413.3;0.19;2.86;2660;2.8801;#N/A;0;64.3;3.3472932;#N/A;590223.3573;7463458.93
6971950;3718170;62.7864738;31.27319865;74;2743.7;0.864;2.91;2657;1.0043;3930;3;66;6.1277061;3.27;717748.6779;6969069.063
6761430;3572230;60.95579682;28.33000606;7;8.2;0.627;2.44;2968;1.4193;5880;0;47;11.157644;0.29;571864.5297;6758624.231
7330840;3449000;66.06642039;25.86998018;76;55413.3;0.54;3.11;2627;1.8011;4610;0;71;1.72;1.2;448672.8376;7327827.221
6829640;3278510;61.5108563;22.83431941;30;743.3;1.07;2.28;2889;0.45484;5770;0;52.8;9.448005;0.2;278249.2751;6826804.665
7596610;3497600;68.45358911;26.93727187;77;11958.7;0.439;2.72;2626;2.3572;#N/A;4;73.6;4.8229816;#N/A;497257.0701;7593503.253
7084880;3445780;63.86025186;25.89389395;35;6197.2;0.75;2.28;2691;1.6932;5530;3;70;4.1;0.73;445455.5063;7081954.341
6856000;3503650;61.81098612;27.06599768;15;44421.3;0.698;2.38;2893;1.3778;6060;1;50.9;7.1174971;0.39;503307.9865;6853158.415
7686630;3285060;69.1752063;21.57434921;76;55413.3;0.88;2.46;2671;1.2367;5470;3;67.9;3.55;0.68;284790.8344;7683494.203
7045080;3545270;63.50458694;27.9056745;76;55413.3;0.34;3.69;2759;1.6351;5650;3;61.4;5.24;0.37;544910.3924;7042170.14
6878300;3572200;62.00425738;28.37491168;16;2751.9;0.639;3.22;2767;1.1454;5020;1;62.3;4.858974;0.49;571832.9707;6875451.128
7617200;3431220;68.62968013;25.30494348;54;946.2;0.72;4.2;2752;0.23157;5230;3;63.3;5.41;0.88;430900.7046;7614086.654
7384530;3600420;66.53579376;29.255672;62;1864.4;0.72;2.98;2928;0.81008;#N/A;2;54.6;8.93;#N/A;600039.5693;7381497.981
6980020;3502150;62.92376228;27.0389456;15;44421.3;0.49;3.36;2800;1.3861;5380;1;59.6;5.96;0.44;501806.6345;6977133.134
7359030;3481800;66.32281881;26.59016927;60;14280.3;0.66;2.49;2709;1.7347;5650;2;81.8;0.97;1.29;481461.2203;7356007.214
7419660;3394910;66.84887662;24.60121866;39;24592;0.33;1.38;2644;3.5856;4270;0;70.6;2.05;0.88;394601.8783;7416615.955
6938180;3237390;62.45532515;21.90496202;16;2751.9;0.878;1.23;2862;1.7679;6230;1;51.7;7.9543204;0.13;237142.3741;6935304.513
6966650;3629440;62.78102273;29.5325671;76;55413.3;0.464;3.66;2664;1.4857;5200;3;71.5;1.9885801;0.42;629051.2164;6963769.712
6799030;3389980;61.28421534;24.94488647;16;2751.9;0.822;1.96;2994;1.1537;5740;0;48.6;8.3142444;0.68;389679.8293;6796207.235
6964690;3721390;62.71959538;31.32656478;67;6997.8;0.664;2.31;2802;1.66;5800;0;60.2;5.9297479;0.62;720967.5985;6961811.81
7199440;3507730;64.89199521;27.15955428;67;6997.8;0.22;4.89;2739;1.0873;6070;0;65;4.02;0.33;507382.2914;7196474.031
7265530;3523790;65.48398287;27.50987359;59;703.6;0.92;3.15;2858;0.22576;5710;0;53.4;10.7;0.59;523436.3981;7262540.638
6903460;3319200;62.19324476;23.52302043;16;2751.9;0.711;1.79;2865;1.7845;6030;1;49.1;10.167853;1.93;318923.5825;6900598.364
6827550;3506650;61.55565555;27.12189141;16;2751.9;0.903;1.85;2904;1.1454;6720;1;50.4;7.6663812;0.37;506307.2346;6824718.852
7321990;3555530;65.98636799;28.21860704;60;14280.3;0.67;2.57;2687;1.6517;5800;3;82.8;1.49;0.39;555165.2916;7318980.427
7121896;3353756;64.16545194;23.98908669;15;44421.3;1.07;1.52;2717;1.2699;6060;1;66.4;3.71;0.44;353463.8906;7118955.861
