XCOORD;YCOORD;GEOLAT;GEOLON;UNIT;UNITAREA;U;TH;RHO;K;PVEL;METAM;SIO2;FE2O3;POR;XEUREF;YEUREF
6901370;3269960;62.14763616;22.58269365;24;16584.2;3.13;8.31;2669;3.6852;5250;1;68.9;3.3382951;0.53;269701.2302;6898508.36
6850400;3298190;61.70751259;23.18029583;28;22880.6;2.67;10.1;2778;2.905;6290;0;64.3;5.6328106;0.26;297921.8624;6847557.452
6954780;3582220;62.68817552;28.60223744;76;55413.3;2.72;9.59;2672;3.8429;4570;3;65.6;3.4912628;1.1;581848.3743;6951903.429
7041640;3541270;63.47421464;27.82446713;76;55413.3;0.99;19.3;2757;0.8632;5370;3;69.4;4.88;0.86;540911.8941;7038731.334
6972560;3234070;62.76016485;21.78716613;28;22880.6;3.22;9.9;2731;1.8426;5850;3;70.6;4.6520177;0.42;233822.9708;6969672.054
7177450;3484770;64.69448951;26.67718986;55;612.6;1.24;15.7;2621;3.7433;5330;0;78.9;1.23;0.46;484430.6525;7174491.598
6974660;3310780;62.82660882;23.282987;28;22880.6;2.6;11.6;2726;2.3157;6120;3;69.1;4.5980291;0.2;310505.6113;6971772.378
7022941;3336198;63.27134789;23.73268056;28;22880.6;3.32;9.23;2734;2.0335;5940;3;66.7;4.52;0.9;335913.8642;7020036.391
7152600;3441900;64.46695605;25.78880432;35;6197.2;2.91;11.1;2735;1.7679;6070;3;69.5;4.49;0.2;441576.0924;7149649.833
7142559;3409401;64.36982699;25.11984859;15;44421.3;3.12;9.67;2709;2.407;6200;1;69;3.6;0.3;409088.7501;7139612.06
6716130;3382980;60.53872803;24.86477905;18;15883.8;2.2;13;2729;2.3406;5730;3;70.3;3.9411678;0.46;382683.2322;6713337.399
6767900;3416400;61.01152043;25.45113584;15;44421.3;1.85;13.2;2701;3.3366;5380;0;67.9;3.239316;0.37;416090.6237;6765088.884
6654310;3317890;59.96058818;23.73636416;18;15883.8;2.12;14.1;2653;2.2576;5860;3;79.7;1.9705839;0.3;317617.3325;6651539.515
6826070;3616130;61.52503611;29.17947463;18;15883.8;1.51;14.5;2754;2.9548;6600;3;60.9;7.0275161;0.33;615747.9544;6823240.969
6740310;3256680;60.69856715;22.53974552;20;4130.1;2.9;9.06;2745;3.2038;5950;3;65.4;3.5542495;0.3;256428.564;6737506.975
7547940;3513290;68.01695284;27.31389192;76;55413.3;2.19;15.3;2604;1.5189;4220;0;76.1;1.6826447;1.93;512941.0737;7544850.558
7665280;3546930;69.06521193;28.17219046;85;3786.1;2.01;14.9;2648;1.992;4580;3;74.8;2.2315288;0.44;546570.2134;7662148.038
6936500;3559170;62.52861256;28.14591327;24;16584.2;3.91;7.67;2657;2.0501;5320;1;70.4;2.9063863;0.36;558806.8412;6933629.742
7032218;3304906;63.33873201;23.09951735;28;22880.6;2.41;11.8;2727;2.6394;5550;3;62.1;6.54;0.96;304632.8776;7029309.557
6874400;3405050;61.96417735;25.18663242;28;22880.6;1.9;13.8;2706;2.6726;4790;3;68.4;4.4270652;0.75;404743.397;6871550.276
6829100;3353020;61.54156467;24.23260625;25;2327.6;2.83;10.9;2724;2.1414;5740;3;68.1;4.0761393;0.28;352732.6299;6826265.957
6795870;3290420;61.21516314;23.09542825;28;22880.6;2.92;10.8;2734;1.9007;6000;3;68.9;4.1211298;0.17;290155.6675;6793046.944
7670390;3449700;69.11035292;25.73210194;76;55413.3;1.04;17;2621;3.2453;4130;3;72.6;1.4846865;#N/A;449374.8118;7667257.243
6853520;3553180;61.78507617;28.00462147;18;15883.8;1.7;14.2;2704;2.9216;6150;3;67.3;4.9669512;0.61;552820.2223;6850679.895
7093004;3296563;63.87798986;22.85477459;24;16584.2;2.78;9.53;2657;3.7184;5620;1;70.9;2.07;0.56;296291.7508;7090073.53
6675160;3391910;60.17373354;25.04945455;15;44421.3;4.01;7.91;2711;1.1786;6160;1;67.6;3.6982191;0.24;391610.5391;6672382.49
7409090;3384960;66.75059791;24.38484968;39;24592;1.19;15.5;2662;3.6354;#N/A;0;67.7;3.49;1.85;384655.2763;7406049.654
7482160;3462210;67.42503629;26.11418585;60;14280.3;1.74;13.7;2748;2.8718;#N/A;0;61.9;4.5980291;1.07;461878.5237;7479093.939
6837170;3638500;61.61718427;29.60779265;15;44421.3;2.33;12.4;2654;2.8386;5570;1;71.4;2.2675212;0.59;638109.6597;6834337.239
6816470;3618070;61.43836706;29.20979342;18;15883.8;1.54;13.7;2727;3.5524;6600;3;62.9;5.6957973;0.44;617687.2969;6813644.564
7480130;3563980;67.4024048;28.48754839;76;55413.3;1.41;16.6;2637;2.3821;#N/A;0;72.9;1.9705839;#N/A;563612.8557;7477064.166
6829280;3381590;61.55300867;24.76925628;28;22880.6;2.83;10.9;2694;2.2991;5980;3;69.2;3.3742875;0.39;381292.4421;6826446.268
6869550;3213060;61.82438852;21.54739893;15;44421.3;2.95;9.58;2780;2.3821;6010;3;60.4;5.4708448;0.17;212822.0009;6866699.024
7358480;3572130;66.3101519;28.60444555;60;14280.3;3.49;6.97;2827;2.5315;6080;2;66.5;3.3;0.69;571759.4526;7355457.401
7163750;3458570;64.56940289;26.13206403;39;24592;1.91;12.5;2627;4.0919;5140;1;74.2;1.51;0.52;458240.0592;7160796.084
6780770;3253650;61.05867615;22.43291372;15;44421.3;3.64;8.5;2720;1.66;5750;1;64.8;4.6610158;0.7;253399.1013;6777952.025
6884590;3335980;62.03188873;23.86234521;15;44421.3;3.14;9.17;2686;2.7556;5780;1;66.7;3.5002609;0.32;335697.9411;6881735.573
6782550;3447150;61.14830386;26.01548507;15;44421.3;4.01;6.86;2641;2.3821;4550;1;71.6;1.3857074;0.59;446829.2266;6779734.323
6784050;3253500;61.0879239;22.42590597;18;15883.8;2.98;9.61;2768;2.3323;6070;3;61.3;5.7137935;0.08;253249.1303;6781230.822
7015416;3354712;63.21190489;24.10774313;28;22880.6;3.49;7.41;2775;2.5066;5450;3;59.7;6.65;0.89;354421.311;7012514.322
7046144;3316134;63.46935476;23.30721039;28;22880.6;2.69;11;2734;2.3157;5170;3;69.9;4.62;0.49;315856.6594;7043230.674
6842470;3391180;61.67411961;24.9416802;26;1315.8;2.48;9.13;2641;4.8804;5290;3;68.9;2.2045345;0.56;390878.8378;6839631.646
7100319;3384731;63.98381685;24.64173643;16;2751.9;2.07;12.5;2782;2.5896;5850;1;58.2;8.04;0.24;384428.1286;7097387.126
6807630;3595050;61.36539;28.77410324;18;15883.8;2.68;10.7;2748;2.4568;6130;3;59.6;6.2716757;0.6;594675.7953;6804807.518
7063100;3485300;63.66878757;26.6996179;15;44421.3;3.03;9.3;2824;2.0501;5160;0;54.8;8.05;0.04;484961.4424;7060182.796
7007400;3447100;63.16550053;25.94666404;26;1315.8;3.76;6.99;2752;2.1995;6030;0;65.2;5.56;0.28;446775.9241;7004502.29
7013620;3569910;63.21845671;28.38669498;53;9371.4;2.66;8.17;2815;3.9425;4270;3;56.7;7.9;0.84;569541.919;7010721.811
6857230;3438200;61.81700559;25.82432618;28;22880.6;2.5;12.1;2702;2.2078;5810;3;70;3.7882001;0.7;437881.7232;6854386.988
6965610;3411410;62.7837293;25.26105185;24;16584.2;2.87;8.23;2668;4.2662;5390;1;68.6;4.2561013;0.54;411099.6206;6962727.031
7146690;3431120;64.41194533;25.56759001;35;6197.2;2.23;12;2778;2.5232;5580;4;61;7.59;0.58;430799.9893;7143741.818
6817980;3362820;61.44548815;24.42493951;28;22880.6;2.86;10.2;2746;2.324;4820;3;63.8;5.5248334;0.74;362529.3116;6815150.028
6689040;3386170;60.29666889;24.9383003;14;13371;2.36;12.1;2633;3.0461;5490;1;76.6;1.1067663;0.39;385872.4222;6686257.406
7379720;3384250;66.48723487;24.3965429;53;9371.4;3;9.48;2690;2.8303;#N/A;3;65.9;3.74;0.89;383945.5433;7376689.861
7147470;3457670;64.42327987;26.11801065;35;6197.2;2.87;9.61;2775;2.5315;5100;3;61.4;6.51;0.48;457340.5452;7144521.819
7027517;3337284;63.312829;23.7496608;24;16584.2;5.17;1.31;2604;3.4777;4260;1;74.2;0.36;0.78;336999.4074;7024610.765
7132782;3652840;64.26026098;30.15031372;67;6997.8;1.73;14.6;2720;2.3157;5770;0;65;4.54;0.88;652440.7841;7129841.206
7638050;3515630;68.82467749;27.38330693;77;11958.7;1.08;14.5;2874;3.2121;5070;4;69.3;5.6328106;0.89;515281.0591;7634928.091
6975290;3524140;62.8805456;27.47108541;41;1291.9;1.63;13.2;2766;3.3117;5080;0;61.9;6.5776111;0.7;523788.812;6972405.152
6994551;3336213;63.01706458;23.76148478;28;22880.6;2.66;10.1;2726;3.0295;4300;3;68.1;4.43;1.5;335929.2799;6991656.584
6782660;3393990;61.13850928;25.02882658;15;44421.3;1.04;16.9;2770;2.1746;5850;0;62.1;5.8217707;0.39;393688.5694;6779843.128
7694500;3548820;69.32676175;28.23431165;85;3786.1;3.1;10.2;2775;1.4276;4670;3;66.2;5.1739075;0.5;548459.8838;7691357.495
6818560;3630110;61.4532601;29.43669116;18;15883.8;2.5;10.7;2754;2.8303;6050;0;72;5.3628676;0.42;629722.8998;6815733.907
6770810;3465260;61.04498417;26.35388666;18;15883.8;2.82;11.3;2753;1.5189;5670;3;74.2;4.2740975;0.3;464932.8365;6767999.018
6806050;3488250;61.36259243;26.77715199;15;44421.3;2.46;10.2;2661;3.9176;3860;1;70.1;2.8254034;0.65;487914.1565;6803226.441
6966300;3225740;62.69811536;21.63500952;28;22880.6;2.33;12.7;2733;1.9505;5730;3;70.9;4.2830956;0.39;225496.0314;6963414.21
6813350;3243280;61.34341122;22.19730702;28;22880.6;2.73;10.7;2727;2.3655;5720;3;68.1;4.1571222;0.23;243032.3323;6810520.031
6879180;3312620;61.97258705;23.42260284;23;1768.2;2.25;11.6;2677;3.3449;#N/A;1;70.5;3.3113008;1.01;312346.333;6876327.141
7439350;3517300;67.04311965;27.39334955;60;14280.3;2.95;9.88;2894;1.3363;4120;3;62.3;9.24;0.55;516948.8434;7436298.769
6874250;3534130;61.97324268;27.64753869;18;15883.8;2.09;12.5;2716;2.8469;4730;3;66;5.3178771;0.89;533776.6777;6871402.161
6742590;3262530;60.72248857;22.64377246;15;44421.3;3.34;8.54;2727;2.2659;5160;1;64.9;4.1571222;0.51;262276.3948;6739786.189
7233420;3444760;65.19219258;25.81683713;53;9371.4;2.95;8.65;2785;2.8801;5650;2;61.9;7.12;0.42;444434.5359;7230441.632
7375960;3449280;66.47100888;25.85798477;53;9371.4;2.99;10.4;2750;1.6766;5610;3;60.7;7.45;0.67;448952.8392;7372931.264
6963720;3650200;62.74686595;29.9360786;67;6997.8;2.2;12;2707;2.9299;5040;0;67;3.2123217;0.48;649803.7249;6960841.121
6700750;3221600;60.32203214;21.95534375;18;15883.8;1.71;13.2;2801;2.7888;5550;0;63.6;6.4246434;0.53;221361.8602;6697961.413
6919790;3340790;62.34933296;23.92216271;16;2751.9;2.32;11.3;2749;2.8386;5030;1;61.7;5.5158353;0.7;340505.6737;6916922.811
6990313;3591693;63.00458261;28.80657874;47;7951.5;2.79;10.3;2742;2.3323;4550;3;65.4;6.17;0.84;591317.4589;6987423.543
6944600;3249850;62.52131705;22.13613307;24;16584.2;1.91;11.2;2637;4.7642;4350;1;73.7;2.2765193;0.69;249597.839;6941722.33
6790630;3252150;61.1459349;22.39238934;28;22880.6;2.21;12.5;2698;2.573;5720;3;70.1;4.4270652;0.32;251899.5668;6787808.397
6865210;3214360;61.78659426;21.57881426;28;22880.6;2.54;10.1;2775;2.9382;5650;3;63.8;5.6867992;0.09;214121.5957;6862360.616
6817070;3321320;61.42042349;23.64915415;28;22880.6;3.05;9.86;2732;1.992;5610;3;68.1;4.1301279;0.37;321044.0023;6814239.777
6791670;3555330;61.22984661;28.02690512;18;15883.8;2.68;11.7;2703;1.8343;5460;3;71.6;3.0503559;0.74;554970.2372;6788852.694
6803180;3461170;61.33506621;26.27151879;15;44421.3;1.7;13.1;2719;3.3781;5360;1;62.1;5.308879;0.31;460844.0156;6800357.109
6974320;3322250;62.82932088;23.50794487;28;22880.6;2.61;11.7;2716;1.9256;4720;3;64.1;4.7330006;1.36;321971.5248;6971432.659
6907970;3635570;62.25287208;29.60615805;47;7951.5;2.49;9.65;2762;3.4611;4470;0;57.4;7.7293679;1.36;635179.7331;6905111.233
6922910;3249190;62.32695981;22.15489718;24;16584.2;2.5;9.13;2631;4.6812;5440;1;73.3;2.8973882;0.59;248938.3594;6920040.202
7434730;3368000;66.9733513;23.97223774;39;24592;1.16;16.1;2630;3.2204;#N/A;0;71.1;2.01;1.45;367701.2135;7431680.764
6836850;3455370;61.63655144;26.15504105;28;22880.6;2.63;11.1;2730;2.2078;4890;3;64.7;4.7599949;0.95;455045.7626;6834014.713
6984040;3280500;62.89361055;22.67824327;28;22880.6;2.83;10.9;2727;1.826;5430;3;70.1;4.4540595;0.45;280236.2965;6981148.558
6834650;3446400;61.6156632;25.98653661;28;22880.6;1.8;13.5;2695;2.9382;5780;3;71.6;3.3382951;0.39;446079.064;6831815.352
6946240;3239500;62.52884492;21.93344889;15;44421.3;1.79;13.3;2650;3.4113;5240;1;73.4;2.2225307;0.43;239251.4806;6943361.619
6854120;3547720;61.79117714;27.90131866;18;15883.8;1.83;13;2842;2.2991;6080;3;59.7;7.1264952;0.42;547362.1594;6851279.615
6771480;3456150;61.05008356;26.18514206;14;13371;2.54;8.88;2607;4.9053;5210;1;73.2;0.75224116;0.64;455826.0959;6768668.592
6901650;3299920;62.167267;23.15559951;15;44421.3;3.52;7.48;2804;1.9422;5680;1;58.3;6.568613;0.54;299650.4846;6898788.685
6918540;3657240;62.33913202;30.03214068;47;7951.5;2.53;11.5;2715;2.2493;5950;3;68.3;4.3910728;#N/A;656841.7794;6915677.64
7107440;3348348;64.03363316;23.89256468;28;22880.6;2.8;9.44;2757;2.7556;6240;3;63;6.68;0.13;348058.0388;7104504.992
6786960;3402700;61.17933747;25.18821278;18;15883.8;1.23;14.8;2857;2.4983;5560;3;63.7;6.5956073;0.92;402395.3964;6784141.739
6745090;3410830;60.80567765;25.35875426;18;15883.8;1.59;13.3;2734;3.3698;5530;3;63.2;6.2176871;0.39;410522.8457;6742287.174
6716530;3354420;60.53298607;24.34470719;19;2296.7;3.2;8.72;2784;2.0169;5540;0;69.8;3.2123217;0.69;354133.6388;6713736.867
6816840;3295170;61.40544111;23.16069093;28;22880.6;2.67;10.2;2734;2.6809;4640;3;67.5;4.7330006;0.43;294903.4642;6814009.485
7412450;3568600;66.79473625;28.55574507;39;24592;0.9;15.8;2613;4.2081;5150;0;73.7;1.24;0.93;568230.8665;7409408.058
6709300;3386920;60.47859721;24.94040477;19;2296.7;2.55;10.9;2699;2.7141;#N/A;0;62.7;3.7612058;#N/A;386621.9166;6706509.993
6723120;3422670;60.61104649;25.58487519;15;44421.3;2.62;10.9;2691;2.573;5690;3;68.8;2.4114908;0.28;422358.7869;6720325.391
7354670;3533800;66.28245524;27.7489181;39;24592;1.51;13.6;2616;4.1251;5710;3;73.7;0.59;0.39;533442.8715;7351648.796
7625100;3485670;68.70863755;26.64227798;77;11958.7;0.82;15.3;2807;3.5192;5310;4;62;7.648385;0.94;485331.6732;7621982.99
6942550;3306680;62.53699752;23.23943765;25;2327.6;2.74;9.68;2761;2.6809;6220;3;61.8;6.6945864;0.28;306407.5109;6939673.946
6740420;3354910;60.74733918;24.33599269;18;15883.8;2.23;10.1;2742;3.8844;5120;3;62.4;5.7497859;0.53;354623.177;6737617.985
6997053;3594111;63.06440217;28.85812249;76;55413.3;1.46;15.4;2642;2.739;#N/A;0;70.8;2.5;0.47;593734.496;6994161.098
6998811;3342971;63.05821754;23.89066203;28;22880.6;2.58;10.6;2707;2.7473;5810;3;68.9;4.63;0.89;342684.8042;6995915.146
7366800;3562300;66.38684632;28.3894694;39;24592;1.48;14;2612;3.8927;5220;0;74;0.69;0.54;561932.8917;7363774.439
7118823;3416360;64.15878644;25.27722477;24;16584.2;1.69;12;2636;4.6148;5470;1;73.4;2.19;0.7;416045.605;7115884.696
6848980;3380020;61.72916171;24.72681198;15;44421.3;2.27;12;2656;2.8884;5290;1;71.5;2.3485041;0.44;379722.7012;6846139.164
6803820;3404090;61.33090782;25.20542962;18;15883.8;2.7;10.7;2717;2.2576;5810;3;57.9;6.3706548;1.03;403784.7287;6800995.724
7120371;3338944;64.14519642;23.68670942;28;22880.6;4.19;5.39;2766;1.7762;6300;3;62.5;6.19;0.33;338657.2296;7117431.252
6827170;3503350;61.55228672;27.05980821;18;15883.8;2.95;9.49;2746;2.2659;5870;3;63.8;5.3268752;0.57;503008.4255;6824338.954
6916090;3313530;62.30357412;23.40085597;27;1792.8;0.996;16.7;2721;2.4651;5430;0;65.7;4.6700139;0.56;313255.4173;6913223.673
7498930;3391260;67.5576949;24.44388702;56;3504.9;2.4;9.68;2781;3.3947;5940;0;59.6;8.07;1.14;390953.4289;7495858.397
7033454;3629133;63.37987071;29.57905108;76;55413.3;1.57;14.8;2625;2.905;5400;3;76.1;1.33;0.66;628743.3656;7030549.161
7145750;3487470;64.41026468;26.73653709;76;55413.3;3.04;10.7;2699;1.4027;6110;0;64;2.78;0.24;487129.8697;7142802.975
7076484;3424248;63.78095123;25.46030541;15;44421.3;3.33;7.59;2795;2.2908;6140;1;59.7;6.35;0.31;423931.3803;7073561.138
7014323;3329906;63.19123891;23.61661094;91;20.5;2.38;11.9;2577;3.1457;5220;0;66.5;5.06;1.93;329624.2417;7011421.392
6834270;3410130;61.60548038;25.30338826;28;22880.6;2.56;11.3;2702;2.241;5920;3;70.9;3.5182571;0.41;409822.2071;6831434.872
6982070;3470990;62.94098813;26.42527865;15;44421.3;2.19;9.51;2750;4.2579;5680;0;63.2;6.1;0.48;470657.7884;6979181.888
6869660;3327810;61.89450965;23.72091668;28;22880.6;2.49;9.96;2688;3.5026;5760;3;73.7;2.1955364;0.49;327531.0392;6866810.841
6946860;3309700;62.5771519;23.29318023;15;44421.3;3.31;8.17;2687;2.5813;5310;1;69.3;3.329297;0.61;309426.3712;6943982.438
6878100;3529330;62.00818599;27.55664647;18;15883.8;2.3;11.7;2721;2.5232;5670;3;69.5;5.2728866;0.33;528978.3059;6875250.694
6711750;3232480;60.42771925;22.13685441;18;15883.8;2.8;9.7;2789;2.1995;5710;0;56.9;5.6508068;0.17;232237.7699;6708957.295
7195720;3458280;64.85609076;26.11671667;53;9371.4;2.58;9.05;2779;3.3366;4400;3;62.2;6.5;0.46;457950.0059;7192754.91
6968750;3567770;62.81641723;28.32576851;47;7951.5;2.3;11.9;2746;2.2078;5090;3;68.9;5.3448714;0.36;567403.3394;6965868.159
7602080;3496950;68.5026218;26.92124891;77;11958.7;0.992;13.4;2935;3.569;5470;4;61.6;8.2242634;1.06;496607.3524;7598971.256
6743450;3233190;60.71166244;22.10693796;18;15883.8;3.59;7.29;2804;1.7098;5520;3;56.1;6.5506168;0.85;232947.0894;6740645.562
6973310;3453700;62.86060816;26.08724612;24;16584.2;2.34;10.2;2620;4.1666;5580;1;75.6;1.3407169;0.6;453374.1776;6970424.836
7416710;3368330;66.81213249;23.99965033;39;24592;1.56;13.3;2724;3.3283;5010;3;63.7;5.04;0.88;368031.0223;7413667.009
7000779;3351855;63.07959653;24.06432152;15;44421.3;2.95;8.64;2679;3.2453;5550;1;69.2;3.54;0.63;351565.5936;6997882.571
6998066;3679016;63.04153271;30.53572338;67;6997.8;1.57;13.2;2645;3.8844;5750;1;73.1;1.8;0.55;678608.8124;6995174.848
7355540;3513780;66.29176594;27.30315716;76;55413.3;1.61;13.1;2595;4.1915;#N/A;3;74.7;0.64;1.33;513429.8974;7352518.482
7082420;3427910;63.83495645;25.53177032;26;1315.8;3.18;7.42;2754;3.0212;6130;0;62.5;5.23;0.29;427591.9892;7079495.029
6721340;3244710;60.52141646;22.34586626;14;13371;3.85;6.8;2723;1.8343;5960;0;66.4;3.1943255;0.26;244463.1812;6718543.903
6843500;3526430;61.69793885;27.4962498;18;15883.8;2.9;10.3;2724;1.8509;5680;3;68.8;4.6160253;0.34;526079.9013;6840663.256
6881150;3567300;62.03072335;28.28248274;15;44421.3;3.53;8.37;2715;1.6019;5700;1;67;3.59924;0.36;566934.6563;6878300.014
6866750;3525950;61.90659095;27.49049063;18;15883.8;2.53;11.6;2710;1.992;5780;3;69.5;5.2368942;0.33;525599.7052;6863904.776
7087120;3434200;63.87834809;25.65751822;38;659.2;1.85;12.9;2694;2.988;5840;0;68.6;3.76;0.33;433879.6631;7084193.397
6878940;3209570;61.90561536;21.46632956;28;22880.6;2.52;11.2;2725;2.1829;5750;3;69.8;4.5980291;0.16;209333.1138;6876085.567
7020292;3314703;63.23717363;23.3084115;28;22880.6;2.68;10.6;2728;2.1663;5520;3;69.5;4.68;0.53;314426.5818;7017388.028
7072581;3298707;63.69649004;22.92478868;28;22880.6;2.43;10.9;2719;2.6809;5940;3;67.9;5.1;0.4;298435.3429;7069657.906
7091110;3363821;63.89374061;24.22332698;28;22880.6;2.94;9.57;2741;2.1248;5930;0;66;5.54;0.13;363525.7611;7088181.11
7108210;3463500;64.07182138;26.24860551;35;6197.2;3.02;9.91;2727;1.743;5440;3;69.9;4.89;0.43;463168.8937;7105276.098
7362840;3549200;66.35367654;28.09501269;39;24592;1.12;15.3;2650;3.4777;5770;0;70.1;2.03;0.51;548837.414;7359815.901
6944070;3613570;62.5838363;29.20681674;47;7951.5;2.24;12.8;2724;1.7596;5050;3;69.6;5.4168562;0.53;613187.1938;6941197.775
6951150;3501090;62.664747;27.0179282;35;6197.2;1.55;12.3;2827;3.3781;5650;3;56.4;9.448005;0.68;500747.4977;6948273.605
6904970;3351470;62.22093184;24.14072653;15;44421.3;2.16;11.5;2695;3.1125;5190;1;68.1;3.6352324;0.42;351182.0962;6902108.377
6840530;3513320;61.67196073;27.24828995;19;2296.7;2.77;9.65;2709;2.7141;#N/A;3;70.2;3.2753084;0.46;512974.6699;6837694.197
7341300;3482380;66.16385863;26.60559838;76;55413.3;0.77;19.3;2671;1.328;5010;3;70.6;2.36;0.47;482041.015;7338283.544
7486100;3543880;67.45956534;28.02135983;76;55413.3;1.57;13.8;2631;3.4528;#N/A;0;70.1;1.9975782;1.56;543519.8844;7483032.147
6944250;3447350;62.59906124;25.97165735;15;44421.3;2.86;7.09;2733;4.1915;4860;1;61.5;6.0737175;0.56;447027.0229;6941375.387
6814620;3284680;61.379893;22.96735854;28;22880.6;2.54;9.99;2801;2.5149;5410;3;62.9;5.8307688;1.36;284417.3652;6811790.154
7602780;3527370;68.50759846;27.66493816;77;11958.7;0.688;16.1;2854;2.7722;3540;4;70.1;5.8667612;1.27;527016.5647;7599670.807
6961650;3434100;62.75300308;25.70697684;15;44421.3;3.66;4.31;2729;4.067;4920;1;64.9;5.5158353;0.6;433781.473;6958768.83
6674980;3379560;60.1686591;24.82722363;18;15883.8;2.89;9.44;2755;2.2327;5850;0;65.1;5.5878201;0.13;379264.9112;6672202.444
7157066;3600977;64.49706651;29.09773148;74;2743.7;3.04;9.26;2650;2.6228;5540;3;88.4;0.36;0.67;600596.1999;7154115.959
7014534;3264360;63.15621848;22.31830544;28;22880.6;1.55;12.6;2799;3.2785;5810;0;67.2;4.72;0.39;264101.4916;7011631.397
7153683;3627470;64.45787419;29.64547855;76;55413.3;2.45;12.3;2731;1.4525;5830;0;65.8;3.63;0.42;627079.7239;7150734.364
7647450;3533500;68.90736042;27.82952263;80;2332.8;1.1;18.1;2663;1.3031;5330;3;75.3;1.8446105;0.49;533144.7837;7644324.678
6714260;3173280;60.40666077;21.06340635;15;44421.3;2.14;11.7;2737;2.6809;5630;1;62.7;4.589031;0.28;173059.2083;6711465.976
7576750;3470880;68.27404189;26.29119285;76;55413.3;2.44;10.2;2743;2.9216;4760;0;62.9;6.1726966;1.18;470546.4313;7573650.639
7180525;3392455;64.70519577;24.7411604;15;44421.3;2.47;9.3;2685;3.8595;6380;1;73.8;1.27;0.17;392148.2463;7177564.485
7079243;3303798;63.75898251;23.01908088;28;22880.6;2.76;9.07;2762;2.7473;5390;3;62.5;6.25;0.65;303524.4302;7076317.574
7035939;3583662;63.4156742;28.67157898;76;55413.3;2.57;11.2;2624;2.5896;4740;0;73.3;1.71;0.62;583288.7025;7033032.842
7592100;3362240;68.37950932;23.64549897;76;55413.3;0.77;17.5;2641;2.7556;5270;0;87;1.43;0.54;361944.0361;7588996.411
7359900;3406910;66.31725472;24.9197947;53;9371.4;3.21;8.56;2725;2.1082;#N/A;2;57.5;9.26;#N/A;406597.651;7356876.95
6774050;3456030;61.07313143;26.18232664;18;15883.8;2.71;10.5;2709;2.1497;5410;3;64.8;6.028727;0.65;455706.114;6771237.646
6826030;3342720;61.50999153;24.04181203;28;22880.6;2.21;11.7;2700;2.6809;5540;3;71.3;3.5182571;0.59;342436.3052;6823196.901
6988618;3263682;62.92404045;22.34211957;28;22880.6;2.26;12.6;2771;1.4359;5960;3;69.7;5.52;0.17;263424.1747;6985724.672
6855860;3257220;61.73260717;22.40091546;15;44421.3;4.23;4.87;2815;1.4691;6090;0;58.7;6.6046054;0.19;256966.5162;6853014.729
6803320;3444780;61.33433548;25.96537949;18;15883.8;2.24;11.1;2734;2.822;5290;3;69.3;4.6520177;1.23;444459.9623;6800496.754
6777510;3384400;61.08961479;24.85406904;18;15883.8;2.82;9.31;2745;2.4817;5880;3;58;5.9837365;0.79;384102.0607;6774694.836
6870220;3234800;61.84610655;21.95731505;28;22880.6;2.84;11.6;2699;1.0292;5700;0;58.3;5.0209398;0.36;234554.2858;6867369.171
6980290;3598620;62.91289947;28.93726815;76;55413.3;1.2;15;2681;3.1291;#N/A;3;63;4.409069;2.29;598242.1398;6977404.3
7114720;3463100;64.1301701;26.23881585;35;6197.2;2.98;9.87;2726;1.743;6020;3;69.2;4.76;0.52;462768.9667;7111783.726
7367810;3393150;66.3837225;24.60643827;53;9371.4;2.74;9.45;2755;2.5232;5810;3;60.7;8.39;0.41;392842.4559;7364784.082
6981280;3242750;62.84428582;21.94301936;28;22880.6;2.75;9.48;2778;2.3323;6100;3;66.4;5.5518277;0.36;242499.7485;6978389.012
7214750;3478530;65.02869369;26.54073901;76;55413.3;1.24;13.5;2602;4.6397;5720;0;74.6;0.81;0.63;478192.6446;7211778.394
7001732;3233329;63.02025414;21.72599791;28;22880.6;2.54;9.93;2689;3.1208;5570;0;66.9;4.84;0.67;233081.7228;6998833.549
7114389;3361333;64.10132652;24.15156351;25;2327.6;3.03;6.96;2815;3.1872;6410;3;56.7;9.08;0.2;361038.2738;7111451.646
