XCOORD YCOORD GEOLAT GEOLON UNIT UNITAREA U TH RHO K PVEL METAM SIO2 FE2O3 POR
7209880 3544610 64.982753751 27.941376352 60 14280.3 0.28 1.57 2662 1.2284 5830 1 91.5 0.86 0.61
7044780 3453710 63.501714336 26.067033890 34 104.4 0.46 0.92 2860 0.996 6160 3 55.9 8.73 0.39
7103299 3369302 64.005059164 24.324383953 26 1315.8 0.57 0.95 2850 0.67645 6730 3 58.1 7.05 0.11
6856250 3287900 61.754323033 22.979422229 15 44421.3 0.406 0.99 2674 1.2782 5260 1 70.1 1.9435896 0.33
7054720 3561860 63.588555138 28.242514324 76 55413.3 0.08 1.67 2689 1.6434 5300 3 70.7 2.77 0.43
7122052 3668018 64.157113784 30.450862393 72 2678.2 0.4 2.09 3005 0.13114 5850 0 49.6 10.2 0.5
7303460 3622632 65.801604490 29.676928073 89 16.8 0.08 0.36 2924 2.3489 6290 0 43 6.46 0.42
7516150 3456750 67.729000781 25.973678561 56 3504.9 0.436 1.74 3009 0.27888 6980 2 49.2 11.157644 0.67
7026900 3462020 63.342314444 26.238152569 38 659.2 0.46 1.32 2809 0.71712 6320 1 64.6 6.61 0.11
7016641 3596790 63.239332237 28.922672149 72 2678.2 0.24 1.24 3021 1.1703 5380 0 49.8 13.4 0.43
7448420 3548990 67.120974069 28.124796325 57 3353.3 0.42 1.74 3095 0.24319 6330 3 50.2 11.7 1.19
6896450 3561800 62.168913941 28.182764312 16 2751.9 0.285 0.852 2883 1.4525 5320 1 52.9 8.9711057 0.66
6806130 3582690 61.354750638 28.542434642 20 4130.1 0.506 1.27 2894 0.52788 6290 3 50.5 7.1444914 0.73
7526320 3489290 67.823208112 26.741762299 60 14280.3 0.467 2.53 2604 0.022161 4840 3 87.4 0.33652894 0.68
7540900 3506420 67.954065711 27.149095770 60 14280.3 0.704 1.12 2665 0.33532 5630 3 82.7 4.7240025 0.29
6678070 3436620 60.209255113 25.853846524 20 4130.1 0.425 1.04 2981 0.81755 6950 3 46.6 8.9981 0.17
7356380 3380020 66.276553087 24.324086135 57 3353.3 0.41 2.11 2998 0.05312 6390 3 45.3 15.8 0.76
7728150 3571620 69.623166175 28.838133375 85 3786.1 0.31 1.62 2774 0.9047 ND 0 67.7 1.43 ND
7590600 3499980 68.399719564 26.995329109 78 1013.6 0.188 0.146 2793 2.2991 4390 4 62.1 6.118708 0.81
6726730 3329400 60.614560429 23.880814361 20 4130.1 0.583 1.27 2875 0.30793 5810 3 50.1 8.0532995 0.22
7108600 3498750 64.077259081 26.970854973 58 2653.2 0.26 1.45 2683 1.2616 5830 0 82.6 1.57 0.49
7762790 3533410 69.941186722 27.868015791 81 918.4 0.46 0.85 2848 0.9794 5790 3 55.7 6.23 0.4
7133457 3600971 64.285438372 29.081518700 71 72.8 0.24 1.3 3291 0.8632 6840 3 42.9 20.4 0.55
7418000 3438800 66.845987590 25.601762422 39 24592 0.17 0.34 2666 2.3406 4750 3 79.8 2.11 0.42
6742130 3315010 60.746147942 23.603967228 20 4130.1 0.599 1.16 2895 0.32121 6240 3 51 8.3772311 0.42
7093820 3373912 63.921819341 24.426336632 15 44421.3 0.5 1.12 2690 0.82917 5780 1 69 2.44 0.43
6861470 3653730 61.829185292 29.915001372 16 2751.9 0.5 1.02 3157 0.45567 6960 1 46.7 8.0802938 0.36
7573260 3524730 68.243200816 27.593447461 77 11958.7 0.392 2.15 2694 0.36188 4430 4 89 2.0065763 1.14
7242350 3549500 65.273240388 28.056453034 72 2678.2 0.43 1.58 3056 0.31042 6810 0 49.2 13.3 0.11
6794250 3450500 61.253724731 26.074605024 101 3851.6 0.297 1.48 3126 0.68641 7100 1 43.9 14.936846 0.02
6803940 3232010 61.251696412 22.000975073 5 479.5 0.277 1.09 3122 1.0292 6210 1 44.2 15.386751 0.4
7111301 3386480 64.082823841 24.669226648 27 1792.8 0.45 0.89 2957 0.8466 7160 3 51.4 10.6 0.11
7095070 3512530 63.955674955 27.252153512 76 55413.3 0.17 2.02 2779 0.9545 6310 3 62.6 4.58 0.24
7253886 3571151 65.372702652 28.525966142 76 55413.3 0.19 0.99 2666 1.7762 5810 0 74.4 1.11 0.52
7446810 3499420 67.110496505 26.982668240 60 14280.3 0.42 2.67 2561 0.0332 4550 3 95.9 0.18 2.32
7354030 3569290 66.270900384 28.538710998 62 1864.4 0.38 1.39 3122 0.51792 ND 3 45.8 15.6 ND
7623430 3433100 68.685966674 25.347023107 72 2678.2 0.29 1 2866 1.2782 5600 2 47.8 11.4 1.37
7352560 3437080 66.258992100 25.596096074 60 14280.3 0.38 2.17 2637 0.40919 ND 3 97.3 0.18 ND
7040534 3668446 63.426934799 30.371260890 76 55413.3 0.19 1.3 2773 1.4193 5100 3 60.3 5.21 0.55
7330033 3587037 66.051407243 28.917208401 57 3353.3 0.26 1.31 2923 1.0624 5630 3 48.8 12.6 0.85
7362500 3567850 66.347144038 28.511220310 60 14280.3 0.28 1.13 2659 1.411 ND 3 88 0.94 ND
7113020 3430500 64.109891907 25.570433033 35 6197.2 0.36 0.7 2919 1.2367 6490 3 53.6 10.3 0.22
7623410 3546810 68.689955223 28.149535247 81 918.4 0.646 0.794 2779 0.51875 ND 4 50.6 5.9657403 2.78
6929830 3707260 62.415827561 31.008776815 72 2678.2 0.415 0.702 3059 0.9545 6150 3 50.6 15.836656 0.63
6730280 3317070 60.640930511 23.652737484 20 4130.1 0.512 1.23 2951 0.39591 6210 3 48.3 10.167853 0.19
7353050 3621800 66.246155140 29.705508288 57 3353.3 0.52 1.63 2930 0.08715 ND 2 51.2 13.2 ND
6791100 3241570 61.143315718 22.195995318 5 479.5 0.356 1.04 2983 0.9213 6490 1 46.8 11.787511 0.36
7146600 3532700 64.416578087 27.674825572 56 3504.9 0.36 1.56 2818 0.67645 6520 0 24 4.01 0.22
7039390 3563050 63.450853969 28.260399501 58 2653.2 0.49 1.62 2650 0.45152 3900 0 95.5 0.2 0.33
7155508 3412917 64.486835250 25.184966931 27 1792.8 0.44 0.91 3021 0.73787 6990 3 48.4 11.1 0.24
7602890 3315110 68.449056119 22.483943584 60 14280.3 0.11 0.31 2611 2.49 5240 3 86 0.26 0.52
7303320 3401310 65.808497556 24.838493217 76 55413.3 0.24 1.71 2784 0.913 5980 3 66.3 4.01 0.27
6888050 3569250 62.092269040 28.322411685 20 4130.1 0.506 1.22 3017 0.32619 6700 3 45.9 14.127017 0.23
7691800 3285510 69.221701474 21.574122093 1 118.7 0.43 1.61 2637 0.61669 5210 0 92.1 1.59 0.87
7278860 3462400 65.602184755 26.180813432 76 55413.3 0.22 2.02 2665 0.8549 5390 3 70.2 1.65 0.67
7741650 3501240 69.753812862 27.027664740 80 2332.8 0.39 0.91 2659 1.2118 5030 3 72.8 1.55 0.44
7284888 3578623 65.648916475 28.704565794 101 3851.6 0.29 1.85 3058 0.40919 6720 0 50 14.9 0.19
6980180 3546580 62.922250710 27.913439104 41 1291.9 0.31 0.94 2757 1.3031 5480 1 62 5.14 0.45
7378830 3448070 66.496539479 25.829633603 60 14280.3 0.39 1.99 2640 0.43243 5440 3 95.8 0.12 0.33
7363050 3601290 66.343040150 29.257778262 57 3353.3 0.24 0.84 2999 1.328 6270 3 47.6 12.3 0.43
6744290 3251430 60.730943314 22.438874992 20 4130.1 0.47 1.05 2990 0.54863 6960 3 48.7 8.9981 0.19
6947400 3495020 62.631066438 26.899611554 36 396.9 0.422 1.58 2835 0.43243 5240 4 65.7 8.0353033 0.69
7613640 3552580 68.601362551 28.286675477 78 1013.6 0.171 1.55 2796 1.1786 4680 4 61.9 5.3628676 ND
6880170 3591610 62.016843720 28.746191950 15 44421.3 0.562 0.649 2781 0.77937 6130 1 55.8 6.1367042 0.26
6674950 3276910 60.125233001 22.982109891 19 2296.7 0.74 0.93 2707 0.15438 5020 3 2.3 0.35542495 0.44
6849900 3301790 61.704913925 23.248746585 30 743.3 0.424 1.42 3105 0.28386 6940 3 47.2 13.407169 0.28
7150370 3547950 64.448596402 27.992379636 76 55413.3 0.32 0.34 2757 1.6766 4780 0 63.2 5.54 0.78
7134190 3544430 64.303956555 27.914443066 53 9371.4 0.32 1.67 2673 0.78518 5770 3 91 2.68 0.57
6679960 3435600 60.226054684 25.834852652 20 4130.1 0.48 1.23 2979 0.3735 6190 3 48.5 9.717948 0.33
7281200 3478460 65.624647277 26.528711088 76 55413.3 0.3 1.37 2685 1.0458 5680 3 69.2 3.02 0.43
7500300 3618900 67.566168087 29.787590692 74 2743.7 0.11 1.94 2724 1.1039 5020 3 66.7 2.9513768 0.59
7314209 3638640 65.891353813 30.037652464 76 55413.3 0.22 0.94 2765 1.494 5820 3 57.2 5.84 0.39
6746620 3317720 60.787623010 23.649371726 20 4130.1 0.579 1.16 2982 0.14359 6810 3 47 9.537986 0.39
7597700 3494200 68.463309713 26.854286236 77 11958.7 0.256 0.555 2641 1.8011 3690 4 77.1 3.1943255 1.15
7328540 3563900 66.043522237 28.406028762 57 3353.3 0.39 1.62 2980 0.31872 6290 3 49.7 12.4 0.26
7244770 3508850 65.298534673 27.186015648 76 55413.3 0.57 0.69 2890 0.58764 6680 3 53 7.97 0.18
7733700 3517160 69.682004984 27.438221796 82 645.7 0.52 0.63 2950 0.71131 6320 3 48.7 9.46 0.56
7446910 3506170 67.111334287 27.138124498 60 14280.3 0.4 2.02 2616 0.34777 5630 0 93.3 0.47 0.79
7270370 3548730 65.524616613 28.049963356 101 3851.6 0.31 1.71 3076 0.38346 6200 1 49.6 14.3 0.41
6811980 3627600 61.395097323 29.385163209 15 44421.3 0.358 0.9 2796 1.0956 5610 0 59.1 5.5608258 0.72
7474490 3409050 67.344746762 24.880604822 56 3504.9 0.36 1.26 3166 0.50049 5240 3 47.8 12.9 0.66
6909130 3249770 62.204144782 22.185796300 3 72.4 0.655 1.57 2576 0.015521 6160 0 99.3 0.09088081 0.23
7191740 3567150 64.816327774 28.410161651 76 55413.3 0.14 1.79 2669 1.1537 5790 0 71 2.01 0.54
7376730 3586240 66.470154836 28.931424169 60 14280.3 0.37 2.55 2618 0.01826 5310 2 90 0.59 0.94
6798330 3543230 61.291124760 27.803194049 20 4130.1 0.684 0.61 3034 0.18509 6000 3 47.2 11.607549 0.51
7260610 3448950 65.436688421 25.896116638 76 55413.3 0.26 0.49 2587 1.8592 ND 0 74.4 0.58 1.01
7184906 3581036 64.751996920 28.698520949 67 6997.8 0.29 1.52 2667 0.9296 ND 0 71.5 1.72 1.15
6655490 3326120 59.974722904 23.882463844 15 44421.3 0.395 0.65 2907 1.0458 6570 1 49.4 7.3334515 0.13
7266780 3428400 65.488128044 25.450147594 76 55413.3 0.3 0.57 2820 1.4442 5980 0 65.9 4.75 0.36
7589420 3414450 68.376150806 24.916088287 54 946.2 0.57 0.55 2990 0.56606 6240 3 50.3 8.01 0.69
6795710 3205100 61.158811784 21.514754289 5 479.5 0.2 1.07 3122 1.0873 ND 1 44.9 15.026827 1.15
7069300 3490950 63.724599591 26.813368980 37 764.2 0.4 1.39 3076 0.33864 ND 3 47.6 14.5 0.22
7739050 3567930 69.721796877 28.751297120 85 3786.1 0.27 0.67 2876 1.3944 ND 3 48.3 4.27 ND
6936150 3509520 62.530048071 27.181583785 16 2751.9 0.411 0.549 2806 1.162 5820 1 57.5 7.828347 0.32
7117350 3547120 64.152563862 27.964740575 58 2653.2 0.44 1.99 2687 0.13778 5970 3 91.3 1.71 0.24
7065725 3360225 63.664877584 24.173075288 27 1792.8 0.58 0.7 2954 0.44986 6770 1 47.1 9.48 0.22
7099890 3475040 63.998220504 26.486414924 76 55413.3 0.21 2.01 2664 0.77439 5800 0 72.8 1.52 0.43
7267520 3422400 65.493382204 25.320223067 76 55413.3 0.34 1.1 2687 1.0624 5700 0 71.6 2.02 0.31
7221200 3517850 65.086779239 27.375935967 101 3851.6 0.3 1.13 3001 0.8549 6730 3 49 11.5 0.59
7462790 3558050 67.248184205 28.340623028 62 1864.4 0.367 1.72 2983 0.24236 ND 2 47.8 8.9171171 ND
6832800 3296890 61.549247067 23.175304955 16 2751.9 0.457 1.12 3035 0.39425 6430 1 46.9 10.077872 0.17
7156095 3382507 64.482940379 24.552532952 27 1792.8 0.51 0.93 2985 0.42828 7280 3 49.5 10.5 0.13
6812250 3224120 61.320479287 21.842374399 5 479.5 0.265 1.06 3201 0.82917 5970 1 43.3 15.476732 0.51
7494570 3418840 67.527527549 25.093802374 60 14280.3 0.08 0.13 2809 2.3406 5010 3 57.4 8.97 0.96
7574250 3494150 68.253072789 26.854416435 76 55413.3 0.462 1.17 2911 0.43658 4760 3 59.3 7.6123926 0.63
7075432 3373568 63.756909521 24.434392766 16 2751.9 0.49 0.94 2945 0.49717 6160 1 49.1 9.87 0.35
7113106 3401293 64.103549896 24.971479406 16 2751.9 0.38 0.77 2888 0.9711 6800 1 51.2 9.3 0.2
7127200 3550650 64.240407686 28.040573678 101 3851.6 0.28 1.07 2982 0.9379 6260 0 50.5 11.4 0.52
7347590 3379340 66.197552021 24.317345740 57 3353.3 0.4 1.73 2983 0.11537 6140 3 50.6 10.8 0.49
7007657 3693941 63.119720739 30.841345915 101 3851.6 0.41 1.34 3105 0.27639 6330 1 48 14.2 0.39
7314520 3411070 65.911745995 25.044096697 62 1864.4 0.2 1.48 3032 0.7968 6520 2 48.8 12.1 0.17
6998420 3491550 63.088742396 26.829341790 37 764.2 0.46 0.33 2940 0.996 6480 3 48.7 10.9 0.51
7118288 3394579 64.148017272 24.830234023 27 1792.8 0.38 0.62 2917 1.0209 6840 3 49.1 11.2 0.18
7058853 3391853 63.614403352 24.816059339 27 1792.8 0.53 0.65 2923 0.58266 6440 3 50.2 10.1 0.44
7168630 3553750 64.611490787 28.119513469 60 14280.3 0.28 2.4 2645 0.23572 5490 1 97.8 0.29 0.33
7623410 3528750 68.692396289 27.704448691 78 1013.6 0.178 1.18 2852 1.2035 4290 4 55.6 7.3244534 0.73
7000703 3630856 63.085726665 29.587080719 59 703.6 0.39 1.24 3077 0.39093 5890 3 48.2 14.7 0.35
7144830 3560500 64.396925754 28.250721183 58 2653.2 0.27 2.17 2653 0.41251 5580 3 96.6 0.22 0.22
7389910 3604100 66.582784436 29.342932367 62 1864.4 0.35 1.52 2924 0.41666 6740 2 53 10.1 0.31
7238736 3582465 65.234237638 28.759987534 76 55413.3 0.09 1.31 2720 1.4691 5720 3 66.8 2.95 0.52
7511660 3468740 67.690282368 26.258307448 54 946.2 0.585 1.05 3005 0.048721 5070 2 44.5 10.167853 0.92
7284010 3545770 65.647357664 27.990613730 76 55413.3 0.31 0.8 2745 1.2118 ND 0 66.7 3.75 0.9
7320490 3543580 65.974775140 27.955094163 62 1864.4 0.42 1.85 2793 0.08964 6170 3 43.8 11.2 0.35
7080565 3645086 63.795838717 29.940893341 76 55413.3 0.31 1.07 2666 1.0873 5760 0 71.7 1.79 0.44
7059020 3541200 63.630121781 27.827568139 76 55413.3 0.09 0.67 2799 1.8509 5400 3 61.7 5.24 0.57
7391000 3602770 66.592995397 29.313889477 62 1864.4 0.42 1.72 2946 0.04399 6950 2 47.6 9.55 0.67
7258180 3429350 65.411233097 25.475147520 76 55413.3 0.47 0.25 2751 1.162 6030 3 67.1 4.11 0.4
7445340 3546060 67.093822118 28.056096036 56 3504.9 0.79 0.48 2777 0.09047 5030 0 41.5 13.9 3.25
7326045 3601826 66.011270403 29.240193458 62 1864.4 0.32 1.8 2833 0.35275 6110 2 51.1 8.61 0.73
7043930 3559820 63.492129114 28.197372131 58 2653.2 0.29 2.61 2605 0.06142 4910 0 96.3 0.02 2.03
7526940 3382710 67.805258735 24.213954694 57 3353.3 0.35 0.17 3138 1.2201 6700 3 41.6 15.9 0.36
7014050 3567490 63.222774157 28.338769410 58 2653.2 0.47 1.67 2645 0.20999 4610 0 96.8 0.04 0.27
7590900 3520800 68.401655090 27.501954827 77 11958.7 0.197 0.702 2737 1.577 ND 4 68 4.2201089 ND
7111150 3475150 64.099230419 26.486808271 46 95.6 0.37 1.34 3046 0.35939 6340 0 49.5 13.4 0.33
6741800 3412180 60.776463936 25.385030400 20 4130.1 0.354 1.06 2853 0.76277 6220 3 55.3 7.5494059 0.43
7638860 3565100 68.824742108 28.610130855 82 645.7 0.323 0.995 2958 0.80427 6190 3 47.8 8.4222216 0.46
7602860 3484330 68.509186959 26.612675249 82 645.7 0.407 0.56 3105 0.77771 ND 3 46.9 10.79772 ND
7101420 3571000 64.005642401 28.447861733 101 3851.6 0.28 0.66 2941 1.1786 6780 3 48.2 9.16 0.51
6786380 3560050 61.181689770 28.113082015 16 2751.9 0.393 1.14 2861 0.58349 5920 1 48.9 6.388651 0.76
7012387 3357374 63.185829914 24.163255164 27 1792.8 0.55 0.86 2904 0.32038 6680 1 52.4 8.24 0.2
6773790 3310750 61.027752480 23.494993009 18 15883.8 0.397 0.94 2917 0.65155 6340 3 51.7 8.6291779 0.49
7268250 3469210 65.507758851 26.330936142 76 55413.3 0.51 0.78 2742 0.61503 5850 3 65.9 3.79 0.38
7017020 3511410 63.255539603 27.223740797 76 55413.3 0.52 0.6 2694 0.76609 5060 0 73.2 1.65 0.54
7519050 3388260 67.736779247 24.353409820 57 3353.3 0.4 1.34 3095 0.20916 5420 2 46.4 14.9 0.57
7595950 3456700 68.444332915 25.940139460 74 2743.7 0.337 1.43 2695 0.63744 5360 3 68.4 4.8139835 0.57
7286500 3419440 65.662803440 25.244896362 72 2678.2 0.51 0.33 3051 0.66649 6810 3 47.7 9.8 0.24
7185370 3524780 64.764980814 27.517079296 57 3353.3 0.39 1.4 3007 0.23489 6940 3 48.7 12.6 0.24
7309629 3598356 65.865247540 29.151391670 101 3851.6 0.31 1.47 3023 0.38595 ND 0 47.7 12.2 0.06
7137851 3600733 64.324896554 29.079574265 72 2678.2 0.35 1.21 3148 0.37516 7440 3 48.9 11 0.45
7047555 3593319 63.517436392 28.871599814 101 3851.6 0.33 1.09 3055 0.57768 5600 0 49 13.8 0.54
7029467 3408957 63.355740705 25.177544402 16 2751.9 0.42 0.95 2931 0.53037 6360 1 46.1 8.54 0.35
7047940 3497500 63.533092913 26.946291140 15 44421.3 0.35 0.8 2957 0.81091 6140 0 48.3 11.7 0.41
6931200 3506920 62.485691633 27.130890685 27 1792.8 0.311 0.448 2999 1.1371 5450 0 48.9 10.437796 0.42
6901470 3476450 62.218249484 26.544034467 30 743.3 0.328 1.11 2965 0.62001 5450 1 45.6 11.337606 0.29
7538380 3448070 67.926848643 25.758030697 54 946.2 0.358 1.76 3015 0.014276 6580 2 36.6 12.147435 1.49
6740500 3546700 60.771806581 27.853856801 10 123.4 0.319 0.95 2766 0.9213 6200 1 53.2 3.5272552 0.42
7114528 3394692 64.114347898 24.835180255 27 1792.8 0.33 0.84 2911 0.8466 6950 3 50.7 9.59 0.11
7424720 3533820 66.910557824 27.768569164 60 14280.3 0.21 1.16 2649 1.1703 5300 0 90.8 0.76 0.79
6902580 3686740 62.182650907 30.583362781 52 402.9 0.252 1.07 2976 0.83 6730 3 48.1 10.707739 2.23
6878170 3408580 61.998858292 25.251954225 27 1792.8 0.551 0.435 2939 0.50464 6030 3 47.9 8.0712957 0.41
7288200 3443960 65.683251879 25.777054283 76 55413.3 0.27 1.36 2734 0.76443 5980 3 66.8 4.12 0.31
7220850 3543450 65.081285508 27.920189475 58 2653.2 0.53 1.39 2533 0.22908 4340 3 97.9 0.26 1.77
6747850 3239320 60.755059437 22.212952385 20 4130.1 0.369 0.98 2893 0.6225 6010 3 51.9 7.9813147 0.49
7333200 3462130 66.089432799 26.159179405 76 55413.3 0.13 0.73 2615 1.7098 ND 3 71.4 1.65 2.25
7228250 3542220 65.147806735 27.896272903 57 3353.3 0.3 1.93 2828 0.16434 5970 2 50.2 12.6 0.66
6726990 3371020 60.632451711 24.639973544 16 2751.9 0.383 1 2998 0.47725 5630 1 46.9 12.057454 0.6
7042356 3346721 63.449927077 23.923431515 24 16584.2 0.55 0.23 2645 0.8881 4820 1 76.5 0.38 0.51
6808050 3215790 61.276966659 21.693876560 5 479.5 0.234 1.01 3035 0.8466 6140 1 45.6 12.237416 0.34
7560050 3487260 68.125535396 26.689575169 72 2678.2 0.312 1.14 2998 0.5644 5970 0 49.7 10.79772 1
7248000 3513230 65.327358589 27.280215722 72 2678.2 0.32 1.21 3006 0.48306 6290 3 49 12.1 0.29
6955260 3493050 62.701553864 26.860886873 37 764.2 0.519 0.651 2876 0.44322 5410 3 49.9 5.4978391 0.56
7129047 3370065 64.236060432 24.317800107 16 2751.9 0.29 0.39 2896 1.245 6490 1 48.8 9.32 0.79
7292150 3531380 65.722067051 27.679932551 76 55413.3 0.26 0.74 2704 1.2284 5510 0 73.3 1.8 0.41
7014480 3554380 63.228845080 28.078254743 76 55413.3 0.13 0.48 2743 1.7347 4930 0 62.5 4.5 0.58
7008825 3656812 63.148187102 30.107859411 76 55413.3 0.22 1.98 2680 0.43575 5560 0 62.5 5.2 0.48
7425250 3582660 66.905983222 28.884012343 58 2653.2 0.46 1.63 2520 0.19339 4280 3 97.9 0.16 2.74
7225200 3444960 65.118516192 25.824374749 101 3851.6 0.28 1.6 3081 0.22244 6670 3 49.4 15.2 0.24
7516510 3422640 67.725168598 25.167604995 60 14280.3 0.44 1.57 2620 0.18343 5700 0 95.4 0.24 0.7
7361150 3413270 66.330289203 25.060686190 60 14280.3 0.4 1.58 2653 0.25315 ND 0 97.9 0.39 0.16
7025090 3608098 63.311861082 29.153156881 101 3851.6 0.28 1.15 3081 0.54365 5550 3 47 14.6 0.66
7067836 3580253 63.702488454 28.619513929 76 55413.3 0.08 0.17 2635 2.1746 5170 0 74.4 1.58 0.55
6978930 3346630 62.881669142 23.981356622 27 1792.8 0.442 1.29 2915 0.11288 6280 3 54.7 8.7911437 0.32
6726170 3407050 60.635086008 25.298351658 20 4130.1 0.399 1.06 2978 0.34694 7020 3 48 9.358024 0.15
7071994 3345098 63.714709030 23.861820264 30 743.3 0.48 0.97 3102 0.10126 6390 3 43.5 16.3 0.2
7056570 3440230 63.605440142 25.791946574 27 1792.8 0.47 1.11 2937 0.14442 6710 3 47.6 8.96 0.15
6859890 3306600 61.796830210 23.328825686 16 2751.9 0.377 0.75 3192 0.47393 7080 1 44.8 9.358024 0.46
7541700 3465470 67.959222404 26.171670695 60 14280.3 0.387 1.35 2647 0.42745 6010 3 91.4 1.3677112 0.58
6742380 3278630 60.729860364 22.938241080 16 2751.9 0.368 0.61 2962 0.75862 5800 1 48.1 9.717948 0.19
6685130 3435400 60.272415475 25.829589379 20 4130.1 0.42 0.91 2977 0.38429 6790 3 48.2 8.728157 0.34
6692160 3337540 60.308090731 24.057454572 16 2751.9 0.272 0.79 2966 0.8798 6540 0 48.2 11.157644 0.19
7058774 3398888 63.615780128 24.957838861 16 2751.9 0.44 0.68 3162 0.36437 6400 1 41.5 18.2 0.15
7666480 3532860 69.078016483 27.819925506 85 3786.1 0.288 1.19 2662 0.79348 5640 3 72.2 1.6466523 0.27
6769110 3243790 60.948105674 22.266549767 5 479.5 0.217 0.96 3011 0.8715 6060 1 44.6 12.327397 0.8
6735290 3313120 60.683989954 23.575908952 16 2751.9 0.377 0.91 2970 0.498 6530 0 46.7 9.627967 0.15
7026450 3479150 63.339694861 26.580262878 34 104.4 0.36 0.98 2905 0.54033 6690 3 53.3 9.21 0.28
7751540 3481850 69.841827540 26.523826413 78 1013.6 0.13 0.28 2740 1.8177 4000 3 63.2 5.54 1.92
6733880 3337470 60.681996608 24.022064719 20 4130.1 0.415 0.57 2873 0.71131 6220 0 52.4 8.2602558 0.56
7087310 3485040 63.885953537 26.692006835 76 55413.3 0.2 1.47 2684 0.79597 5410 3 71.5 2.03 0.4
7642130 3495510 68.861647405 26.884214506 77 11958.7 0.147 0.166 2664 1.9173 4160 4 73.5 1.1517568 0.75
7643390 3556360 68.867255985 28.396030513 80 2332.8 0.358 1.1 2735 0.58598 5440 0 69.2 4.589031 0.33
7009119 3623484 63.163748514 29.447649570 70 107.3 0.39 0.49 2983 0.74534 6260 0 48 12.1 0.76
6731730 3349530 60.667445525 24.244139920 20 4130.1 0.47 0.92 2965 0.22244 6330 1 48.4 7.5494059 0.32
7091201 3367861 63.896109523 24.305408699 26 1315.8 0.28 0.7 2754 1.0707 6500 1 62.9 4.68 0.09
7107730 3629739 64.045265324 29.652772663 101 3851.6 0.25 1.14 3096 0.56772 6910 0 48.1 14.5 0.26
7598050 3431150 68.458055495 25.316094157 49 2970.2 0.38 1.04 3087 0.29133 ND 3 49.7 15.6 0.49
6696180 3322440 60.337789959 23.781176526 20 4130.1 0.505 0.45 3122 0.3569 6710 3 44.7 8.8811247 0.09
6812960 3616580 61.407342093 29.179693955 15 44421.3 0.296 0.56 2736 1.1371 6100 1 64 3.9051754 0.29
7120800 3516390 64.186319219 27.333658270 51 198.4 0.15 2.73 2663 0.00415 5130 2 38.9 10.3 1.48
7544600 3422690 67.976904735 25.148928690 49 2970.2 0.4 1.56 2650 0.18426 ND 2 48 10.2 3.6
6910600 3668550 62.263080005 30.242398697 57 3353.3 0.292 1.62 2959 0.17928 6290 0 55.8 17.9962 2.55
7336567 3617262 66.100216472 29.589542671 62 1864.4 0.17 1.33 2975 0.71297 6560 2 47.5 9.5 0.68
7171191 3603262 64.622989204 29.155222109 72 2678.2 0.41 1.36 2916 0.0747 7090 3 48.7 10.8 0.44
7366360 3442090 66.383681518 25.701166028 57 3353.3 0.34 1.4 2929 0.22327 5780 3 54 14.2 0.43
6964530 3663790 62.748319949 30.202347549 59 703.6 0.292 1.13 3051 0.45982 6440 0 49.2 13.587131 0.32
7015618 3616862 63.224208847 29.321002292 101 3851.6 0.32 1.35 3090 0.17596 6540 3 48.7 12.2 0.42
7644450 3534260 68.880376027 27.847405400 83 1161.5 0.343 1.07 2737 0.581 ND 3 71.1 4.2111108 0.42
7055720 3472400 63.601805190 26.440382899 15 44421.3 0.29 0.64 2919 0.8964 5990 0 51 10.6 0.62
6787070 3426100 61.185445599 25.622960397 20 4130.1 0.449 1 3064 0.09379 6760 0 43.5 6.8115617 0.22
7488310 3537530 67.480248068 27.873723231 76 55413.3 0.19 0.62 2666 1.3861 3370 0 67.6 2.5824547 1.39
7051920 3541660 63.566381517 27.834977648 101 3851.6 0.28 1.22 3065 0.39093 6570 0 49.8 15.1 0.15
7047328 3641420 63.499539637 29.836707822 76 55413.3 0.24 0.89 2669 1.0458 5110 0 70.7 1.92 0.37
7475050 3400700 67.347091804 24.686095698 60 14280.3 0.11 0.62 2576 1.6766 ND 2 91.2 0.42 1.38
7684980 3512510 69.245536703 27.311865161 82 645.7 0.318 0.5 2791 1.0043 ND 3 65.5 6.4516377 ND
7233200 3535200 65.193018426 27.747902693 101 3851.6 0.3 1.12 3023 0.42413 6500 0 48.6 12.1 0.33
7664100 3468000 69.056747226 26.193819324 78 1013.6 0.27 0.479 2889 1.0707 4880 4 50.2 8.3322406 0.86
7210894 3618531 64.973768674 29.506941817 101 3851.6 0.23 1.11 3050 0.60092 6950 3 46.5 13.4 0.09
7363750 3390200 66.346321305 24.544098737 57 3353.3 0.33 1.39 3036 0.12865 6720 2 49.9 14.4 0.37
7381720 3520600 66.526157703 27.459380115 39 24592 0.15 0.99 2921 0.996 6070 3 53.1 10.7 0.46
6698060 3332710 60.359007868 23.965293809 19 2296.7 0.332 0.83 2848 0.66815 5580 3 60.8 6.2896719 0.8
7167826 3390412 64.590722404 24.707983750 16 2751.9 0.33 0.66 2931 0.73372 5840 1 47 13 0.66
6895700 3532800 62.165815738 27.626125541 37 764.2 0.416 0.427 2973 0.63827 6010 3 49.5 7.6933755 0.44
7732830 3528770 69.673204857 27.737402562 82 645.7 0.47 0.86 2933 0.19588 3690 3 49.5 7.76 0.83
