XCOORD YCOORD GEOLAT GEOLON UNIT UNITAREA U TH RHO K PVEL METAM SIO2 FE2O3 POR
6961110 3516030 62.753767956 27.310352616 35 6197.2 2.05 13.3 2761 2.6809 5920 3 61.1 7.3064572 0.16
7015217 3226198 63.135383494 21.563305372 28 22880.6 1.32 16 2740 2.822 5760 0 66.6 5.21 0.41
6712690 3225000 60.431104899 22.000268218 18 15883.8 2.08 11.9 2721 3.8761 5850 0 63.6 5.3268752 0.41
6928690 3390420 62.447025176 24.873967126 26 1315.8 3.07 9.53 2714 2.9548 5850 1 65 4.2471032 0.71
7450550 3551560 67.139641338 28.184931375 65 1173.7 2.18 11.7 2688 3.9674 5390 3 72.7 5 1.18
7046070 3519600 63.515797281 27.390307715 41 1291.9 3.73 7.26 2824 2.0999 5830 0 55.1 7.61 0.53
7205680 3449330 64.944169437 25.924476875 53 9371.4 2.38 10.4 2748 3.9591 4760 2 61.6 6.78 0.37
7004930 3521300 63.146633309 27.419062718 44 340.8 3.57 8.54 2696 2.4153 5060 1 65.6 3.21 0.62
6845700 3554100 61.714787624 28.019731475 18 15883.8 2.45 13.3 2763 1.5272 5110 3 59.1 7.0275161 1.04
7129982 3359365 64.240225267 24.096666458 15 44421.3 3 7.3 2717 4.7393 5270 1 64.9 4.69 0.57
6823410 3607760 61.503601193 29.020730932 18 15883.8 1.86 11.7 2708 4.6812 5940 3 70.2 2.9423787 0.6
6914650 3444550 62.333115846 25.926732821 24 16584.2 2.23 11.6 2617 4.3741 5160 1 75.3 1.3587131 0.58
7077906 3313049 63.752062040 23.207719811 28 22880.6 2.92 11 2731 2.1248 5630 3 69.4 4.8 0.37
6961490 3460540 62.755376570 26.224373639 15 44421.3 1.85 13.7 2725 3.1042 4570 1 66 4.409069 0.46
7308740 3372300 65.846785126 24.199765215 45 1560.4 2.87 9.63 2776 2.9714 5490 0 59.8 6.45 0.56
6894250 3465200 62.152591186 26.329236569 15 44421.3 2.69 10.4 2691 3.4611 5720 1 64.9 4.0311488 0.6
6964060 3304290 62.728303536 23.168307115 28 22880.6 2.73 11.3 2702 2.6062 5660 3 69.3 4.3820747 0.55
6922650 3439350 62.404070073 25.823607931 15 44421.3 2.28 12.3 2680 3.237 5760 1 66.9 4.0131526 0.51
7126330 3544420 64.233462115 27.911909250 57 3353.3 3.26 6.09 2919 3.6022 5300 3 49.4 12 0.72
7105630 3437700 64.044993024 25.721163560 15 44421.3 4.06 6.06 2738 2.5564 6210 0 60.6 5.78 0.39
7327300 3367620 66.011112640 24.078528834 53 9371.4 3.06 8.58 2805 3.0046 6310 2 58.6 8.66 0.22
6893400 3674400 62.106339396 30.337776719 53 9371.4 2.71 9.99 2738 3.3532 4780 3 65.6 5.8667612 ND
7278034 3573684 65.588633423 28.593532191 76 55413.3 0.87 18.8 2650 2.5066 5540 3 69.9 2.64 0.33
6902750 3544350 62.227888193 27.849508269 37 764.2 2.52 10.6 2826 2.8552 6480 3 56.5 7.1174971 0.3
6685010 3402810 60.264843511 25.241001579 19 2296.7 2.39 12.1 2740 2.656 5650 0 65.5 4.7240025 0.36
6784540 3306880 61.122159598 23.412654683 18 15883.8 2.74 10.2 2735 3.1291 6150 3 67.1 4.4810538 0.48
6782310 3291780 61.094478848 23.135573832 15 44421.3 3.17 9.71 2756 2.1746 5880 1 65.7 4.0401469 0.39
6865800 3547500 61.895998184 27.900214149 18 15883.8 2.64 11.6 2694 2.6477 5800 4 73.2 4.319088 0.33
6912400 3560200 62.312256921 28.157535122 15 44421.3 1.13 17.4 2710 2.3987 5500 3 66.8 5.9027536 0.37
7056883 3354052 63.583160339 24.056790347 26 1315.8 3.12 6.85 2960 3.1706 6330 3 58.6 7.79 0.28
7353710 3367740 66.247694139 24.053818699 53 9371.4 2.74 8.32 2826 3.9176 6150 2 56 9.56 0.34
6822700 3314610 61.467703574 23.518081837 28 22880.6 2.83 10.6 2735 2.573 5930 3 69.5 4.1751184 0.35
6987954 3385270 62.976778661 24.733951040 27 1792.8 3.18 9.51 2669 2.8635 5580 0 72.1 2.75 0.5
7736580 3568650 69.699480510 28.768047274 84 288.7 1.36 14.5 2672 4.15 ND 3 70.8 3.05 ND
7018850 3427640 63.264800771 25.555445121 24 16584.2 3.33 9.28 2665 2.6477 5160 1 70.5 2.95 0.48
7383140 3428950 66.531373570 25.397841392 39 24592 3.02 10.4 2759 2.0252 4630 3 63.4 5.73 0.41
6695830 3200550 60.263097033 21.583370581 14 13371 3.62 7.25 2639 3.5109 5880 1 69.5 1.6916428 0.45
6955850 3506490 62.706862820 27.123461687 35 6197.2 1.92 12.2 2767 3.652 5130 3 61.1 7.1264952 0.57
6955640 3311790 62.656836073 23.324029369 28 22880.6 2.61 11.7 2720 2.4402 5380 3 69.4 4.6610158 0.46
6817810 3370520 61.446615113 24.569261118 28 22880.6 2.46 12.9 2711 2.0252 5840 0 73.2 3.3832856 0.37
7041824 3285865 63.413779211 22.707553689 28 22880.6 2.84 10.6 2714 2.656 5700 0 67.7 4.69 0.37
7108724 3583265 64.068418447 28.702446427 68 1730.9 1.15 18.6 2637 1.9256 4490 3 69.3 3.27 0.84
7179370 3555600 64.707506438 28.162273916 76 55413.3 2.39 10.3 2774 3.7101 5930 0 61.6 6.01 0.55
7363150 3602650 66.343493115 29.288196888 60 14280.3 1.73 14.1 2743 2.9216 5400 2 57.4 4.26 0.82
7207410 3527310 64.962460948 27.574442002 75 3114.8 1.76 15.1 2664 2.6228 4720 0 72 2.33 1.14
7125550 3566650 64.222892369 28.369574202 76 55413.3 0.95 18.9 2664 2.0335 5280 3 70.5 2.27 0.63
7488450 3578790 67.473414661 28.838361689 76 55413.3 2.25 12.6 2608 3.4943 ND 0 72.1 1.4216998 ND
6782550 3580580 61.143659638 28.492946922 18 15883.8 1.54 15.1 2774 2.4568 5810 3 60.1 6.7755693 0.35
6870970 3611680 61.928973195 29.123433657 18 15883.8 3.18 8.82 2760 2.6726 5940 3 58.3 7.2344724 0.36
6948770 3210030 62.529555430 21.359502879 28 22880.6 1.88 14.5 2778 1.9339 5870 3 67.8 5.5338315 0.53
6953620 3383010 62.668264726 24.713455421 24 16584.2 2.47 11.1 2620 3.8844 5780 1 74.3 1.9885801 0.78
7722380 3586510 69.567050806 29.215495246 85 3786.1 1.07 16.1 2815 2.7224 ND 3 53.9 5.7 ND
6887150 3561150 62.085590132 28.167080981 18 15883.8 2.95 9.9 2728 2.6975 5060 3 74.8 4.3730766 0.53
7661550 3502260 69.035773830 27.052280313 77 11958.7 1.28 14.1 2792 3.7516 5100 4 66.3 5.9927346 1.15
6847450 3515180 61.733987417 27.283978947 18 15883.8 3.05 10 2763 2.1082 6070 3 66 5.0569322 0.53
7219640 3463750 65.071256267 26.225860008 53 9371.4 2.45 11.5 2769 2.6062 ND 0 61.3 7.12 1.13
7439940 3402230 67.033025708 24.751185650 39 24592 1.32 17.9 2624 1.9588 ND 0 68.7 2.53 1.26
6661070 3343220 60.031620155 24.184048622 19 2296.7 2.6 10.8 2656 3.4528 5580 0 79.6 1.4037036 0.39
7212418 3585258 64.997598247 28.803616435 76 55413.3 0.38 19.5 2631 3.2951 5430 0 73.6 1.25 0.63
6834440 3284770 61.557358427 22.946006794 25 2327.6 2.46 12.2 2683 2.6062 5370 0 73.7 3.2573122 0.37
6803140 3323880 61.296795766 23.710165569 28 22880.6 3.01 9.7 2753 2.4734 5830 3 67.3 4.9219607 0.32
7561300 3440690 68.130856658 25.569529399 39 24592 2.6 12.3 2655 2.3406 5570 0 69.3 1.9345915 0.67
6833470 3373570 61.588028596 24.615648240 16 2751.9 3 9.71 2807 2.1497 5890 1 58.2 6.1996909 0.48
6885390 3220730 61.971599072 21.667665330 15 44421.3 3.21 9.04 2743 2.4734 6010 1 65.3 5.2548904 0.33
7438200 3391300 67.013700198 24.502107949 39 24592 1.31 15.4 2610 3.901 ND 0 71.2 2.53 1.38
6823080 3547280 61.512730501 27.884985607 18 15883.8 3.12 10.2 2791 1.5521 5790 3 64.4 6.3436605 0.37
6641460 3279880 59.826960471 23.071153597 15 44421.3 1.56 15.3 2815 1.9173 6450 4 58 6.028727 0.11
6949730 3264950 62.577085034 22.421326558 15 44421.3 1.96 13.5 2718 2.7639 5620 0 70.1 4.319088 0.58
6664490 3361010 60.068699415 24.500537987 19 2296.7 3.7 9.28 2702 1.2118 6190 1 71.1 2.7444205 0.08
6673800 3391600 60.161451779 25.044598399 18 15883.8 3.45 8.18 2878 1.577 5810 0 62.7 8.9981 0.19
6856470 3418640 61.806512085 25.453726979 15 44421.3 2.04 12.8 2672 3.3449 5510 0 67.3 2.9423787 0.45
6901370 3269960 62.147636161 22.582693646 24 16584.2 3.13 8.31 2669 3.6852 5250 1 68.9 3.3382951 0.53
6850400 3298190 61.707512593 23.180295826 28 22880.6 2.67 10.1 2778 2.905 6290 0 64.3 5.6328106 0.26
6954780 3582220 62.688175521 28.602237440 76 55413.3 2.72 9.59 2672 3.8429 4570 3 65.6 3.4912628 1.1
7041640 3541270 63.474214642 27.824467125 76 55413.3 0.99 19.3 2757 0.8632 5370 3 69.4 4.88 0.86
6972560 3234070 62.760164854 21.787166128 28 22880.6 3.22 9.9 2731 1.8426 5850 3 70.6 4.6520177 0.42
7177450 3484770 64.694489513 26.677189861 55 612.6 1.24 15.7 2621 3.7433 5330 0 78.9 1.23 0.46
6974660 3310780 62.826608816 23.282986998 28 22880.6 2.6 11.6 2726 2.3157 6120 3 69.1 4.5980291 0.2
7022941 3336198 63.271347893 23.732680560 28 22880.6 3.32 9.23 2734 2.0335 5940 3 66.7 4.52 0.9
7152600 3441900 64.466956053 25.788804321 35 6197.2 2.91 11.1 2735 1.7679 6070 3 69.5 4.49 0.2
7142559 3409401 64.369826986 25.119848590 15 44421.3 3.12 9.67 2709 2.407 6200 1 69 3.6 0.3
6716130 3382980 60.538728032 24.864779048 18 15883.8 2.2 13 2729 2.3406 5730 3 70.3 3.9411678 0.46
6767900 3416400 61.011520428 25.451135841 15 44421.3 1.85 13.2 2701 3.3366 5380 0 67.9 3.239316 0.37
6654310 3317890 59.960588175 23.736364164 18 15883.8 2.12 14.1 2653 2.2576 5860 3 79.7 1.9705839 0.3
6826070 3616130 61.525036111 29.179474629 18 15883.8 1.51 14.5 2754 2.9548 6600 3 60.9 7.0275161 0.33
6740310 3256680 60.698567151 22.539745522 20 4130.1 2.9 9.06 2745 3.2038 5950 3 65.4 3.5542495 0.3
7547940 3513290 68.016952843 27.313891919 76 55413.3 2.19 15.3 2604 1.5189 4220 0 76.1 1.6826447 1.93
7665280 3546930 69.065211929 28.172190463 85 3786.1 2.01 14.9 2648 1.992 4580 3 74.8 2.2315288 0.44
6936500 3559170 62.528612558 28.145913268 24 16584.2 3.91 7.67 2657 2.0501 5320 1 70.4 2.9063863 0.36
7032218 3304906 63.338732011 23.099517353 28 22880.6 2.41 11.8 2727 2.6394 5550 3 62.1 6.54 0.96
6874400 3405050 61.964177346 25.186632417 28 22880.6 1.9 13.8 2706 2.6726 4790 3 68.4 4.4270652 0.75
6829100 3353020 61.541564674 24.232606249 25 2327.6 2.83 10.9 2724 2.1414 5740 3 68.1 4.0761393 0.28
6795870 3290420 61.215163139 23.095428246 28 22880.6 2.92 10.8 2734 1.9007 6000 3 68.9 4.1211298 0.17
7670390 3449700 69.110352921 25.732101940 76 55413.3 1.04 17 2621 3.2453 4130 3 72.6 1.4846865 ND
6853520 3553180 61.785076167 28.004621468 18 15883.8 1.7 14.2 2704 2.9216 6150 3 67.3 4.9669512 0.61
7093004 3296563 63.877989858 22.854774590 24 16584.2 2.78 9.53 2657 3.7184 5620 1 70.9 2.07 0.56
6675160 3391910 60.173733544 25.049454551 15 44421.3 4.01 7.91 2711 1.1786 6160 1 67.6 3.6982191 0.24
7409090 3384960 66.750597909 24.384849683 39 24592 1.19 15.5 2662 3.6354 ND 0 67.7 3.49 1.85
7482160 3462210 67.425036291 26.114185849 60 14280.3 1.74 13.7 2748 2.8718 ND 0 61.9 4.5980291 1.07
6837170 3638500 61.617184269 29.607792652 15 44421.3 2.33 12.4 2654 2.8386 5570 1 71.4 2.2675212 0.59
6816470 3618070 61.438367059 29.209793420 18 15883.8 1.54 13.7 2727 3.5524 6600 3 62.9 5.6957973 0.44
7480130 3563980 67.402404801 28.487548387 76 55413.3 1.41 16.6 2637 2.3821 ND 0 72.9 1.9705839 ND
6829280 3381590 61.553008667 24.769256281 28 22880.6 2.83 10.9 2694 2.2991 5980 3 69.2 3.3742875 0.39
6869550 3213060 61.824388522 21.547398928 15 44421.3 2.95 9.58 2780 2.3821 6010 3 60.4 5.4708448 0.17
7358480 3572130 66.310151897 28.604445551 60 14280.3 3.49 6.97 2827 2.5315 6080 2 66.5 3.3 0.69
7163750 3458570 64.569402891 26.132064033 39 24592 1.91 12.5 2627 4.0919 5140 1 74.2 1.51 0.52
6780770 3253650 61.058676149 22.432913720 15 44421.3 3.64 8.5 2720 1.66 5750 1 64.8 4.6610158 0.7
6884590 3335980 62.031888734 23.862345212 15 44421.3 3.14 9.17 2686 2.7556 5780 1 66.7 3.5002609 0.32
6782550 3447150 61.148303858 26.015485065 15 44421.3 4.01 6.86 2641 2.3821 4550 1 71.6 1.3857074 0.59
6784050 3253500 61.087923896 22.425905966 18 15883.8 2.98 9.61 2768 2.3323 6070 3 61.3 5.7137935 0.08
7015416 3354712 63.211904887 24.107743129 28 22880.6 3.49 7.41 2775 2.5066 5450 3 59.7 6.65 0.89
7046144 3316134 63.469354764 23.307210386 28 22880.6 2.69 11 2734 2.3157 5170 3 69.9 4.62 0.49
6842470 3391180 61.674119614 24.941680197 26 1315.8 2.48 9.13 2641 4.8804 5290 3 68.9 2.2045345 0.56
7100319 3384731 63.983816850 24.641736428 16 2751.9 2.07 12.5 2782 2.5896 5850 1 58.2 8.04 0.24
6807630 3595050 61.365390003 28.774103238 18 15883.8 2.68 10.7 2748 2.4568 6130 3 59.6 6.2716757 0.6
7063100 3485300 63.668787565 26.699617897 15 44421.3 3.03 9.3 2824 2.0501 5160 0 54.8 8.05 0.04
7007400 3447100 63.165500533 25.946664038 26 1315.8 3.76 6.99 2752 2.1995 6030 0 65.2 5.56 0.28
7013620 3569910 63.218456713 28.386694982 53 9371.4 2.66 8.17 2815 3.9425 4270 3 56.7 7.9 0.84
6857230 3438200 61.817005594 25.824326178 28 22880.6 2.5 12.1 2702 2.2078 5810 3 70 3.7882001 0.7
6965610 3411410 62.783729304 25.261051845 24 16584.2 2.87 8.23 2668 4.2662 5390 1 68.6 4.2561013 0.54
7146690 3431120 64.411945331 25.567590011 35 6197.2 2.23 12 2778 2.5232 5580 4 61 7.59 0.58
6817980 3362820 61.445488145 24.424939512 28 22880.6 2.86 10.2 2746 2.324 4820 3 63.8 5.5248334 0.74
6689040 3386170 60.296668893 24.938300302 14 13371 2.36 12.1 2633 3.0461 5490 1 76.6 1.1067663 0.39
7379720 3384250 66.487234870 24.396542900 53 9371.4 3 9.48 2690 2.8303 ND 3 65.9 3.74 0.89
7147470 3457670 64.423279869 26.118010652 35 6197.2 2.87 9.61 2775 2.5315 5100 3 61.4 6.51 0.48
7027517 3337284 63.312829000 23.749660801 24 16584.2 5.17 1.31 2604 3.4777 4260 1 74.2 0.36 0.78
7132782 3652840 64.260260981 30.150313723 67 6997.8 1.73 14.6 2720 2.3157 5770 0 65 4.54 0.88
7638050 3515630 68.824677486 27.383306934 77 11958.7 1.08 14.5 2874 3.2121 5070 4 69.3 5.6328106 0.89
6975290 3524140 62.880545603 27.471085414 41 1291.9 1.63 13.2 2766 3.3117 5080 0 61.9 6.5776111 0.7
6994551 3336213 63.017064576 23.761484780 28 22880.6 2.66 10.1 2726 3.0295 4300 3 68.1 4.43 1.5
6782660 3393990 61.138509282 25.028826583 15 44421.3 1.04 16.9 2770 2.1746 5850 0 62.1 5.8217707 0.39
7694500 3548820 69.326761751 28.234311649 85 3786.1 3.1 10.2 2775 1.4276 4670 3 66.2 5.1739075 0.5
6818560 3630110 61.453260096 29.436691160 18 15883.8 2.5 10.7 2754 2.8303 6050 0 72 5.3628676 0.42
6770810 3465260 61.044984172 26.353886660 18 15883.8 2.82 11.3 2753 1.5189 5670 3 74.2 4.2740975 0.3
6806050 3488250 61.362592425 26.777151993 15 44421.3 2.46 10.2 2661 3.9176 3860 1 70.1 2.8254034 0.65
6966300 3225740 62.698115359 21.635009515 28 22880.6 2.33 12.7 2733 1.9505 5730 3 70.9 4.2830956 0.39
6813350 3243280 61.343411220 22.197307018 28 22880.6 2.73 10.7 2727 2.3655 5720 3 68.1 4.1571222 0.23
6879180 3312620 61.972587054 23.422602835 23 1768.2 2.25 11.6 2677 3.3449 ND 1 70.5 3.3113008 1.01
7439350 3517300 67.043119645 27.393349546 60 14280.3 2.95 9.88 2894 1.3363 4120 3 62.3 9.24 0.55
6874250 3534130 61.973242681 27.647538692 18 15883.8 2.09 12.5 2716 2.8469 4730 3 66 5.3178771 0.89
6742590 3262530 60.722488569 22.643772463 15 44421.3 3.34 8.54 2727 2.2659 5160 1 64.9 4.1571222 0.51
7233420 3444760 65.192192579 25.816837133 53 9371.4 2.95 8.65 2785 2.8801 5650 2 61.9 7.12 0.42
7375960 3449280 66.471008879 25.857984765 53 9371.4 2.99 10.4 2750 1.6766 5610 3 60.7 7.45 0.67
6963720 3650200 62.746865946 29.936078603 67 6997.8 2.2 12 2707 2.9299 5040 0 67 3.2123217 0.48
6700750 3221600 60.322032136 21.955343748 18 15883.8 1.71 13.2 2801 2.7888 5550 0 63.6 6.4246434 0.53
6919790 3340790 62.349332956 23.922162705 16 2751.9 2.32 11.3 2749 2.8386 5030 1 61.7 5.5158353 0.7
6990313 3591693 63.004582612 28.806578743 47 7951.5 2.79 10.3 2742 2.3323 4550 3 65.4 6.17 0.84
6944600 3249850 62.521317047 22.136133070 24 16584.2 1.91 11.2 2637 4.7642 4350 1 73.7 2.2765193 0.69
6790630 3252150 61.145934902 22.392389336 28 22880.6 2.21 12.5 2698 2.573 5720 3 70.1 4.4270652 0.32
6865210 3214360 61.786594262 21.578814259 28 22880.6 2.54 10.1 2775 2.9382 5650 3 63.8 5.6867992 0.09
6817070 3321320 61.420423488 23.649154149 28 22880.6 3.05 9.86 2732 1.992 5610 3 68.1 4.1301279 0.37
6791670 3555330 61.229846614 28.026905116 18 15883.8 2.68 11.7 2703 1.8343 5460 3 71.6 3.0503559 0.74
6803180 3461170 61.335066213 26.271518785 15 44421.3 1.7 13.1 2719 3.3781 5360 1 62.1 5.308879 0.31
6974320 3322250 62.829320881 23.507944872 28 22880.6 2.61 11.7 2716 1.9256 4720 3 64.1 4.7330006 1.36
6907970 3635570 62.252872079 29.606158054 47 7951.5 2.49 9.65 2762 3.4611 4470 0 57.4 7.7293679 1.36
6922910 3249190 62.326959812 22.154897181 24 16584.2 2.5 9.13 2631 4.6812 5440 1 73.3 2.8973882 0.59
7434730 3368000 66.973351299 23.972237744 39 24592 1.16 16.1 2630 3.2204 ND 0 71.1 2.01 1.45
6836850 3455370 61.636551443 26.155041046 28 22880.6 2.63 11.1 2730 2.2078 4890 3 64.7 4.7599949 0.95
6984040 3280500 62.893610553 22.678243270 28 22880.6 2.83 10.9 2727 1.826 5430 3 70.1 4.4540595 0.45
6834650 3446400 61.615663197 25.986536607 28 22880.6 1.8 13.5 2695 2.9382 5780 3 71.6 3.3382951 0.39
6946240 3239500 62.528844921 21.933448885 15 44421.3 1.79 13.3 2650 3.4113 5240 1 73.4 2.2225307 0.43
6854120 3547720 61.791177139 27.901318655 18 15883.8 1.83 13 2842 2.2991 6080 3 59.7 7.1264952 0.42
6771480 3456150 61.050083559 26.185142063 14 13371 2.54 8.88 2607 4.9053 5210 1 73.2 0.75224116 0.64
6901650 3299920 62.167266999 23.155599514 15 44421.3 3.52 7.48 2804 1.9422 5680 1 58.3 6.568613 0.54
6918540 3657240 62.339132022 30.032140684 47 7951.5 2.53 11.5 2715 2.2493 5950 3 68.3 4.3910728 ND
7107440 3348348 64.033633164 23.892564683 28 22880.6 2.8 9.44 2757 2.7556 6240 3 63 6.68 0.13
6786960 3402700 61.179337473 25.188212782 18 15883.8 1.23 14.8 2857 2.4983 5560 3 63.7 6.5956073 0.92
6745090 3410830 60.805677651 25.358754264 18 15883.8 1.59 13.3 2734 3.3698 5530 3 63.2 6.2176871 0.39
6716530 3354420 60.532986072 24.344707185 19 2296.7 3.2 8.72 2784 2.0169 5540 0 69.8 3.2123217 0.69
6816840 3295170 61.405441110 23.160690925 28 22880.6 2.67 10.2 2734 2.6809 4640 3 67.5 4.7330006 0.43
7412450 3568600 66.794736250 28.555745071 39 24592 0.9 15.8 2613 4.2081 5150 0 73.7 1.24 0.93
6709300 3386920 60.478597212 24.940404772 19 2296.7 2.55 10.9 2699 2.7141 ND 0 62.7 3.7612058 ND
6723120 3422670 60.611046489 25.584875185 15 44421.3 2.62 10.9 2691 2.573 5690 3 68.8 2.4114908 0.28
7354670 3533800 66.282455241 27.748918098 39 24592 1.51 13.6 2616 4.1251 5710 3 73.7 0.59 0.39
7625100 3485670 68.708637553 26.642277980 77 11958.7 0.82 15.3 2807 3.5192 5310 4 62 7.648385 0.94
6942550 3306680 62.536997519 23.239437649 25 2327.6 2.74 9.68 2761 2.6809 6220 3 61.8 6.6945864 0.28
6740420 3354910 60.747339181 24.335992687 18 15883.8 2.23 10.1 2742 3.8844 5120 3 62.4 5.7497859 0.53
6997053 3594111 63.064402165 28.858122488 76 55413.3 1.46 15.4 2642 2.739 ND 0 70.8 2.5 0.47
6998811 3342971 63.058217537 23.890662026 28 22880.6 2.58 10.6 2707 2.7473 5810 3 68.9 4.63 0.89
7366800 3562300 66.386846318 28.389469396 39 24592 1.48 14 2612 3.8927 5220 0 74 0.69 0.54
7118823 3416360 64.158786435 25.277224770 24 16584.2 1.69 12 2636 4.6148 5470 1 73.4 2.19 0.7
6848980 3380020 61.729161709 24.726811983 15 44421.3 2.27 12 2656 2.8884 5290 1 71.5 2.3485041 0.44
6803820 3404090 61.330907818 25.205429617 18 15883.8 2.7 10.7 2717 2.2576 5810 3 57.9 6.3706548 1.03
7120371 3338944 64.145196422 23.686709424 28 22880.6 4.19 5.39 2766 1.7762 6300 3 62.5 6.19 0.33
6827170 3503350 61.552286724 27.059808206 18 15883.8 2.95 9.49 2746 2.2659 5870 3 63.8 5.3268752 0.57
6916090 3313530 62.303574117 23.400855965 27 1792.8 0.996 16.7 2721 2.4651 5430 0 65.7 4.6700139 0.56
7498930 3391260 67.557694902 24.443887024 56 3504.9 2.4 9.68 2781 3.3947 5940 0 59.6 8.07 1.14
7033454 3629133 63.379870710 29.579051078 76 55413.3 1.57 14.8 2625 2.905 5400 3 76.1 1.33 0.66
7145750 3487470 64.410264675 26.736537090 76 55413.3 3.04 10.7 2699 1.4027 6110 0 64 2.78 0.24
7076484 3424248 63.780951232 25.460305406 15 44421.3 3.33 7.59 2795 2.2908 6140 1 59.7 6.35 0.31
7014323 3329906 63.191238912 23.616610942 91 20.5 2.38 11.9 2577 3.1457 5220 0 66.5 5.06 1.93
6834270 3410130 61.605480382 25.303388260 28 22880.6 2.56 11.3 2702 2.241 5920 3 70.9 3.5182571 0.41
6982070 3470990 62.940988126 26.425278654 15 44421.3 2.19 9.51 2750 4.2579 5680 0 63.2 6.1 0.48
6869660 3327810 61.894509654 23.720916679 28 22880.6 2.49 9.96 2688 3.5026 5760 3 73.7 2.1955364 0.49
6946860 3309700 62.577151896 23.293180232 15 44421.3 3.31 8.17 2687 2.5813 5310 1 69.3 3.329297 0.61
6878100 3529330 62.008185988 27.556646467 18 15883.8 2.3 11.7 2721 2.5232 5670 3 69.5 5.2728866 0.33
6711750 3232480 60.427719251 22.136854410 18 15883.8 2.8 9.7 2789 2.1995 5710 0 56.9 5.6508068 0.17
7195720 3458280 64.856090763 26.116716666 53 9371.4 2.58 9.05 2779 3.3366 4400 3 62.2 6.5 0.46
6968750 3567770 62.816417228 28.325768505 47 7951.5 2.3 11.9 2746 2.2078 5090 3 68.9 5.3448714 0.36
7602080 3496950 68.502621802 26.921248909 77 11958.7 0.992 13.4 2935 3.569 5470 4 61.6 8.2242634 1.06
6743450 3233190 60.711662439 22.106937964 18 15883.8 3.59 7.29 2804 1.7098 5520 3 56.1 6.5506168 0.85
6973310 3453700 62.860608164 26.087246116 24 16584.2 2.34 10.2 2620 4.1666 5580 1 75.6 1.3407169 0.6
7416710 3368330 66.812132488 23.999650326 39 24592 1.56 13.3 2724 3.3283 5010 3 63.7 5.04 0.88
7000779 3351855 63.079596526 24.064321516 15 44421.3 2.95 8.64 2679 3.2453 5550 1 69.2 3.54 0.63
6998066 3679016 63.041532713 30.535723378 67 6997.8 1.57 13.2 2645 3.8844 5750 1 73.1 1.8 0.55
7355540 3513780 66.291765936 27.303157159 76 55413.3 1.61 13.1 2595 4.1915 ND 3 74.7 0.64 1.33
7082420 3427910 63.834956445 25.531770323 26 1315.8 3.18 7.42 2754 3.0212 6130 0 62.5 5.23 0.29
6721340 3244710 60.521416460 22.345866264 14 13371 3.85 6.8 2723 1.8343 5960 0 66.4 3.1943255 0.26
6843500 3526430 61.697938846 27.496249799 18 15883.8 2.9 10.3 2724 1.8509 5680 3 68.8 4.6160253 0.34
6881150 3567300 62.030723349 28.282482740 15 44421.3 3.53 8.37 2715 1.6019 5700 1 67 3.59924 0.36
6866750 3525950 61.906590952 27.490490634 18 15883.8 2.53 11.6 2710 1.992 5780 3 69.5 5.2368942 0.33
7087120 3434200 63.878348088 25.657518218 38 659.2 1.85 12.9 2694 2.988 5840 0 68.6 3.76 0.33
6878940 3209570 61.905615359 21.466329559 28 22880.6 2.52 11.2 2725 2.1829 5750 3 69.8 4.5980291 0.16
7020292 3314703 63.237173631 23.308411498 28 22880.6 2.68 10.6 2728 2.1663 5520 3 69.5 4.68 0.53
7072581 3298707 63.696490044 22.924788682 28 22880.6 2.43 10.9 2719 2.6809 5940 3 67.9 5.1 0.4
7091110 3363821 63.893740605 24.223326984 28 22880.6 2.94 9.57 2741 2.1248 5930 0 66 5.54 0.13
7108210 3463500 64.071821378 26.248605514 35 6197.2 3.02 9.91 2727 1.743 5440 3 69.9 4.89 0.43
7362840 3549200 66.353676539 28.095012687 39 24592 1.12 15.3 2650 3.4777 5770 0 70.1 2.03 0.51
6944070 3613570 62.583836304 29.206816739 47 7951.5 2.24 12.8 2724 1.7596 5050 3 69.6 5.4168562 0.53
6951150 3501090 62.664746996 27.017928199 35 6197.2 1.55 12.3 2827 3.3781 5650 3 56.4 9.448005 0.68
6904970 3351470 62.220931837 24.140726533 15 44421.3 2.16 11.5 2695 3.1125 5190 1 68.1 3.6352324 0.42
6840530 3513320 61.671960734 27.248289949 19 2296.7 2.77 9.65 2709 2.7141 ND 3 70.2 3.2753084 0.46
7341300 3482380 66.163858632 26.605598384 76 55413.3 0.77 19.3 2671 1.328 5010 3 70.6 2.36 0.47
7486100 3543880 67.459565337 28.021359828 76 55413.3 1.57 13.8 2631 3.4528 ND 0 70.1 1.9975782 1.56
6944250 3447350 62.599061242 25.971657346 15 44421.3 2.86 7.09 2733 4.1915 4860 1 61.5 6.0737175 0.56
6814620 3284680 61.379892996 22.967358535 28 22880.6 2.54 9.99 2801 2.5149 5410 3 62.9 5.8307688 1.36
